pl_name,hostname,pl_letter,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_pubdate,disc_locale,disc_facility,disc_telescope,pl_orbper,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_ratdor,st_spectype,st_teff,st_rad,st_mass,st_lum,st_logg,st_age,st_dens,st_vsin,sy_gaiamag
Kepler-824 b,Kepler-824,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,4.51436633,1.870,4.16000,3.500000,0.000000,454.60,1231,89.420,11.560000,,6035.00,1.22,1.15,0.122,4.32,3.310,1.43366,,14.8825000
Kepler-825 b,Kepler-825,b,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,3.77360059,1.530,2.96000,4.540000,0.000000,734.46,1270,90.000,10.870000,,5976.00,1.08,1.03,0.120,4.39,3.550,1.63287,,14.1453000
Kepler-825 c,Kepler-825,c,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,8.18182460,1.840,4.04000,3.560000,0.000000,261.63,981,88.110,25.740000,,5976.00,1.08,1.03,0.120,4.39,3.550,4.81885,,14.1453000
Kepler-826 b,Kepler-826,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,4.48758907,1.250,2.10000,5.910000,0.000000,827.22,1305,87.030,12.250000,,6079.00,1.15,1.05,0.349,4.34,4.370,0.73118,,13.4122000
Kepler-827 b,Kepler-827,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,51.92927591,5.630,27.00000,0.831000,0.000000,23.60,574,89.690,77.980000,,5602.00,0.91,0.93,0.232,4.50,4.370,3.32701,,15.8616000
Kepler-828 b,Kepler-828,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,0.56785714,1.510,2.89000,4.610000,0.000000,1835.16,1848,85.490,4.126000,,5039.00,0.77,0.81,-0.543,4.58,4.570,3.92265,,15.0441000
Kepler-829 b,Kepler-829,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,6.88337562,2.110,5.10000,2.980000,0.000000,247.47,857,89.820,23.559000,,5698.00,0.97,0.98,0.040,4.46,4.680,5.22062,,14.9206000
Kepler-83 b,Kepler-83,b,2,3,0,Transit,2012,2013-10,Space,Kepler,0.95 m Kepler Telescope,9.77000000,2.830,42.10000,10.200000,0.000000,15.41,460,89.840,31.380000,M0 V,4082.00,0.61,0.66,-1.102,4.69,3.090,6.12072,,15.7832000
Kepler-83 c,Kepler-83,c,2,3,0,Transit,2012,2013-10,Space,Kepler,0.95 m Kepler Telescope,20.09000000,2.360,11.40000,4.770000,0.000000,5.90,362,87.490,43.340000,M0 V,4082.00,0.61,0.66,-1.102,4.69,3.090,3.81596,,15.7832000
Kepler-83 d,Kepler-83,d,2,3,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,5.16979600,1.940,24.60000,18.500000,0.000000,28.81,569,88.870,17.770000,M0 V,4648.00,0.59,0.58,-1.102,4.72,3.090,3.97487,,15.7832000
Kepler-830 b,Kepler-830,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,11.29695137,1.700,3.53000,3.950000,0.000000,160.18,907,87.540,9.900000,,6037.00,1.11,1.07,0.169,4.38,3.470,0.39990,,14.7886000
Kepler-831 b,Kepler-831,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,5.62153941,1.270,2.15000,5.770000,0.000000,266.25,992,86.540,18.335000,,5732.00,0.97,0.99,0.012,4.46,4.170,3.68960,,13.6311000
Kepler-832 b,Kepler-832,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,7.13969410,2.060,4.90000,3.080000,0.000000,256.83,965,89.890,14.179000,,5596.00,0.90,0.92,0.070,4.50,4.370,1.01680,,15.8594000
Kepler-833 b,Kepler-833,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,18.75469980,2.020,4.74000,3.160000,0.000000,8.31,382,89.960,48.550000,,4339.00,0.62,0.64,-0.793,4.67,3.720,5.88599,,15.4686000
Kepler-834 b,Kepler-834,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,13.32388301,2.020,4.74000,3.160000,0.000000,11.85,378,89.870,32.330000,,4554.00,0.66,0.70,-0.745,4.64,2.690,3.60222,,15.9285000
Kepler-835 b,Kepler-835,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,11.41909375,2.790,8.20000,2.070000,0.000000,170.33,921,81.990,6.790000,,5954.00,1.11,1.08,0.330,4.38,3.630,0.87917,,15.8901000
Kepler-836 b,Kepler-836,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,11.36112327,2.730,7.90000,2.130000,0.000000,135.80,869,87.160,11.500000,,5895.00,1.04,1.03,0.049,4.41,4.270,0.47666,,14.5873000
Kepler-837 b,Kepler-837,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,16.56059504,2.560,7.08000,2.320000,0.000000,55.97,701,86.990,16.300000,,5403.00,0.81,0.85,-0.271,4.56,3.980,1.46297,,15.2290000
Kepler-838 b,Kepler-838,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,15.74957994,2.730,7.90000,2.130000,0.000000,61.09,777,88.240,20.800000,,5770.00,0.96,0.98,-0.099,4.46,4.170,0.69062,,15.2295000
Kepler-839 b,Kepler-839,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,37.81445140,2.570,7.13000,2.310000,0.000000,46.30,626,87.340,34.290000,,6058.00,1.31,1.22,0.437,4.29,2.820,0.53357,,13.5633000
Kepler-84 b,Kepler-84,b,1,5,0,Transit,2012,2013-10,Space,Kepler,0.95 m Kepler Telescope,8.72600000,2.230,40.00000,19.800000,0.000000,222.19,985,82.520,5.930000,,6039.00,1.43,1.00,0.212,4.13,3.980,0.08514,,14.7902000
Kepler-84 c,Kepler-84,c,1,5,0,Transit,2012,2013-10,Space,Kepler,0.95 m Kepler Telescope,12.88300000,2.360,20.20000,8.440000,0.000000,132.23,865,81.130,6.240000,,6039.00,1.43,1.00,0.212,4.13,3.980,0.02901,,14.7902000
Kepler-84 d,Kepler-84,d,1,5,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,4.22453700,1.380,2.48000,5.190000,0.000000,584.24,1254,82.310,10.448000,,6031.00,1.17,1.06,0.212,4.32,3.980,1.20895,,14.7902000
Kepler-84 e,Kepler-84,e,1,5,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,27.43438900,2.600,7.27000,2.270000,0.000000,48.29,672,88.990,41.830000,,6031.00,1.17,1.06,0.212,4.32,3.980,1.83938,,14.7902000
Kepler-84 f,Kepler-84,f,1,5,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,44.55216900,2.200,5.48000,2.830000,0.000000,25.30,572,89.070,43.000000,,6031.00,1.17,1.06,0.212,4.32,3.980,1.36354,,14.7902000
Kepler-840 b,Kepler-840,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,2.49577962,17.070,43000.00000,47.500000,0.000000,2258.80,1408,88.510,5.179200,,5920.00,1.06,1.04,0.398,4.41,3.890,0.42192,,14.1291000
Kepler-841 b,Kepler-841,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,124.41983980,5.230,23.80000,0.914000,0.000000,1.65,416,90.000,270.020000,,5324.00,0.81,0.85,-0.362,4.56,4.470,25.36857,,15.7442000
Kepler-842 b,Kepler-842,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,1.21956827,1.600,3.19000,4.280000,0.000000,588.95,1252,89.370,6.075000,,4848.00,0.73,0.78,-0.612,4.60,4.370,2.76789,,15.1296000
Kepler-843 b,Kepler-843,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,2.05387982,2.590,7.22000,2.280000,0.000000,890.33,1523,87.740,7.369000,,5830.00,1.03,1.02,-0.047,4.42,4.170,1.79475,,15.2481000
Kepler-844 b,Kepler-844,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,2.61302086,1.680,3.46000,4.010000,0.000000,89.65,713,80.290,5.280000,,4128.00,0.57,0.59,-0.921,4.70,3.800,0.58510,,15.7957000
Kepler-845 b,Kepler-845,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,0.92785982,2.040,4.82000,3.120000,0.000000,772.50,1361,76.150,2.940000,,4913.00,0.75,0.79,-0.605,4.59,4.790,0.55664,,14.6386000
Kepler-846 b,Kepler-846,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,19.80792185,2.480,6.71000,2.420000,0.000000,35.28,624,89.930,43.230000,,5579.00,0.91,0.94,-0.217,4.50,4.370,3.89592,,15.6041000
Kepler-847 b,Kepler-847,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,2.34323190,1.180,1.76000,5.890000,0.000000,292.31,1054,89.700,8.893000,,4940.00,0.77,0.83,-0.507,4.58,3.890,2.42571,,14.7799000
Kepler-848 b,Kepler-848,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,6.91134416,1.700,3.53000,3.950000,0.000000,794.78,1086,88.370,9.130000,,5695.00,1.20,1.01,0.594,4.28,8.320,0.30165,,14.0105000
Kepler-849 b,Kepler-849,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,394.62449040,7.140,40.40000,0.610000,0.000000,3.12,325,89.840,92.980000,,6059.00,1.64,1.23,0.605,4.10,3.980,0.22747,,12.8358000
Kepler-85 b,Kepler-85,b,1,4,0,Transit,2012,2013-10,Space,Kepler,0.95 m Kepler Telescope,8.30600000,1.970,4.54000,3.260000,0.000000,107.03,809,88.140,7.360000,,5499.00,1.24,0.92,-0.212,4.22,4.370,0.11974,,14.7660000
Kepler-85 c,Kepler-85,c,1,4,0,Transit,2012,2013-10,Space,Kepler,0.95 m Kepler Telescope,12.51300000,2.180,20.90000,11.100000,0.000000,61.93,706,88.140,9.670000,,5499.00,1.24,0.92,-0.212,4.22,4.370,0.54818,,14.7660000
Kepler-85 d,Kepler-85,d,1,4,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,17.91323000,1.200,1.87000,5.950000,0.000000,38.39,626,87.390,12.290000,,5436.00,0.89,0.87,-0.212,4.49,0.600,1.58577,,14.7660000
Kepler-85 e,Kepler-85,e,1,4,0,Transit,2014,2014-03,Space,Kepler,0.95 m Kepler Telescope,25.21675100,1.270,0.60000,1.600000,0.000000,24.32,559,88.740,15.440000,,5436.00,0.89,0.92,-0.212,4.49,4.370,2.34641,,14.7660000
Kepler-850 b,Kepler-850,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,7.19303878,1.780,3.82000,3.720000,0.000000,329.28,995,89.940,16.250000,,5932.00,1.09,1.06,0.173,4.39,3.890,1.60453,,15.4272000
Kepler-851 b,Kepler-851,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,8.50699658,1.680,3.46000,4.010000,0.000000,103.83,900,86.530,13.460000,,5455.00,0.85,0.89,-0.273,4.53,4.470,0.63776,,15.1081000
Kepler-852 b,Kepler-852,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,44.93098040,2.540,6.99000,2.340000,0.000000,92.13,565,89.420,24.100000,,6100.00,1.16,1.19,0.827,4.38,1.480,0.98558,,13.9066000
Kepler-853 b,Kepler-853,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,7.16892463,1.690,3.50000,3.980000,0.000000,499.30,1187,86.640,11.100000,,6350.00,1.55,1.30,0.510,4.17,2.690,0.55852,,12.2485000
Kepler-854 b,Kepler-854,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,2.14463285,16.720,42000.00000,49.400000,0.000000,7282.96,1736,56.900,2.249000,,6179.00,1.27,1.17,0.832,4.29,3.020,0.04677,,13.5043000
Kepler-855 b,Kepler-855,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,7.88663110,8.350,52.70000,0.497000,0.000000,405.18,996,89.780,12.419500,,5835.00,1.03,1.03,0.333,4.42,4.170,0.58262,,15.0191000
Kepler-856 b,Kepler-856,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,8.02768059,9.300,63.30000,0.432000,0.000000,153.50,824,88.520,18.280000,,5535.00,0.93,0.96,-0.022,4.49,4.270,1.79327,,15.5570000
Kepler-857 b,Kepler-857,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,85.35129427,6.800,37.20000,0.650000,0.000000,5.75,390,89.970,102.423700,,5773.00,0.99,0.99,-0.071,4.45,4.270,2.76360,,15.0638000
Kepler-858 b,Kepler-858,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,76.13602028,4.870,21.10000,1.000000,0.000000,6.34,399,89.970,76.789000,,5653.00,0.91,0.96,-0.113,4.50,3.390,1.47064,,12.4110000
Kepler-859 b,Kepler-859,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,20.38177573,3.090,9.75000,1.820000,0.000000,14.90,528,89.590,43.130000,,5020.00,0.77,0.81,-0.556,4.59,4.570,3.65406,,15.8805000
Kepler-860 b,Kepler-860,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,5.10137945,3.240,10.60000,1.710000,0.000000,233.62,1050,89.900,15.435400,,5836.00,1.06,1.04,-0.157,4.40,4.270,2.67226,,15.4033000
Kepler-861 b,Kepler-861,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,3.94963138,2.280,5.82000,2.700000,0.000000,197.29,966,89.860,19.966000,,5047.00,0.78,0.82,-0.427,4.58,4.470,7.44905,,15.5958000
Kepler-862 b,Kepler-862,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,3.14866453,2.210,5.52000,2.810000,0.000000,547.29,1097,85.680,9.350000,,5333.00,0.84,0.88,-0.103,4.54,4.790,1.23727,,15.3031000
Kepler-863 b,Kepler-863,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,15.59461874,2.900,8.75000,1.970000,0.000000,117.83,718,89.350,23.420000,,5678.00,0.95,0.96,0.215,4.46,3.800,0.99953,,15.4464000
Kepler-864 b,Kepler-864,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,5.83376092,2.400,6.35000,2.520000,0.000000,464.76,1143,84.600,11.410000,,5754.00,1.00,1.00,0.208,4.44,4.680,0.82595,,15.7816000
Kepler-865 b,Kepler-865,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,14.16399294,2.490,6.76000,2.410000,0.000000,46.36,694,89.940,25.755000,,5570.00,0.92,0.93,-0.298,4.49,4.270,1.51938,,14.5036000
Kepler-866 b,Kepler-866,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,2.61703254,1.630,3.29000,4.170000,0.000000,196.13,996,89.150,9.880000,,4751.00,0.71,0.75,-0.705,4.62,4.270,2.66491,,15.7966000
Kepler-867 b,Kepler-867,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,150.24212700,4.640,19.40000,1.070000,0.000000,2.72,327,89.810,104.300000,,5541.00,0.91,0.92,0.117,4.49,5.890,0.95103,,14.8849000
Kepler-868 b,Kepler-868,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,5.03251791,2.050,4.86000,3.100000,0.000000,417.03,1047,72.300,3.190000,,5614.00,0.89,0.93,0.068,4.51,3.890,0.85472,,15.6177000
Kepler-869 b,Kepler-869,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,40.42877550,3.610,12.70000,1.480000,0.000000,17.23,494,87.920,22.500000,,5664.00,0.95,0.97,-0.110,4.47,4.790,0.08921,,14.9685000
Kepler-87 b,Kepler-87,b,1,2,0,Transit,2013,2014-01,Space,Kepler,0.95 m Kepler Telescope,114.73635000,13.490,324.20000,0.729000,0.036000,9.20,478,89.274,57.400000,,5600.00,1.82,1.10,0.326,3.96,7.500,0.38451,4.3000,14.5869000
Kepler-87 c,Kepler-87,c,1,2,0,Transit,2013,2014-01,Space,Kepler,0.95 m Kepler Telescope,191.23180000,6.140,6.40000,0.152000,0.039000,4.66,403,89.588,80.700000,,5600.00,1.82,1.10,0.326,3.96,7.500,0.05543,4.3000,14.5869000
Kepler-870 b,Kepler-870,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,21.35876210,2.780,8.15000,2.080000,0.000000,54.87,691,89.810,28.560000,,5857.00,1.02,1.01,0.043,4.43,3.800,0.85776,,15.2216000
Kepler-871 b,Kepler-871,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,22.04590180,3.740,13.50000,1.420000,0.000000,79.72,640,87.530,14.100000,,5993.00,1.14,1.11,0.309,4.37,3.470,0.43784,,15.6422000
Kepler-872 b,Kepler-872,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,2.57885507,1.990,4.62000,3.220000,0.000000,553.06,1230,84.690,8.556000,,5902.00,1.08,1.05,-0.146,4.40,4.170,1.78181,,15.0714000
Kepler-873 b,Kepler-873,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,20.55338440,3.750,13.50000,1.410000,0.000000,68.02,749,87.620,23.800000,,6163.00,1.27,1.18,0.134,4.29,2.950,0.31624,,14.7952000
Kepler-874 b,Kepler-874,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,40.06867270,3.940,14.70000,1.320000,0.000000,31.62,560,89.970,53.460000,,6020.00,1.13,1.09,0.138,4.37,3.310,1.80017,,14.6941000
Kepler-875 b,Kepler-875,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,27.50737990,2.900,8.75000,1.970000,0.000000,41.43,569,86.790,38.900000,,5958.00,1.11,1.06,0.135,4.38,3.390,0.91503,,15.2096000
Kepler-876 b,Kepler-876,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,5.14438011,1.430,2.63000,4.940000,0.000000,152.75,923,89.880,14.600000,,5060.00,0.77,0.81,-0.338,4.58,5.250,2.22584,,15.3301000
Kepler-877 b,Kepler-877,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,18.45847097,2.120,5.14000,2.960000,0.000000,37.81,632,88.090,25.000000,,5261.00,0.81,0.85,-0.343,4.56,4.570,1.19692,,14.5228000
Kepler-878 b,Kepler-878,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,25.94220330,1.930,4.38000,3.350000,0.000000,27.01,501,89.200,49.720000,,5044.00,0.77,0.81,-0.174,4.58,4.570,3.45421,,14.7898000
Kepler-879 b,Kepler-879,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,33.38559380,2.570,7.13000,2.310000,0.000000,29.13,580,89.260,39.800000,,5792.00,1.02,1.02,0.033,4.42,4.270,1.37423,,14.2377000
Kepler-88 d,KOI-142,d,1,3,0,Radial Velocity,2020,2020-05,Ground,W. M. Keck Observatory,10 m Keck I Telescope,1403.00000000,13.100,965.14700,2.360000,0.410000,,,89.000,,G6 V,5466.00,0.90,0.99,-0.192,4.53,1.600,1.50172,1.8000,13.1048000
Kepler-880 b,Kepler-880,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,7.71468975,2.660,7.56000,2.210000,0.000000,586.17,1622,81.590,13.917000,,6761.00,1.74,1.46,0.666,4.12,1.660,0.56468,,11.9642000
Kepler-881 b,Kepler-881,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,4.44448017,1.780,3.82000,3.720000,0.000000,538.57,1217,74.940,3.620000,,5961.00,1.09,1.06,0.120,4.39,3.800,0.04553,,15.1765000
Kepler-882 b,Kepler-882,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,3.98953967,1.230,2.04000,6.020000,0.000000,259.03,903,89.750,19.330000,,5476.00,0.87,0.90,-0.273,4.52,4.570,8.59056,,14.0774000
Kepler-883 b,Kepler-883,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,12.98495573,1.780,3.82000,3.720000,0.000000,163.05,818,89.910,29.150000,,6116.00,1.09,1.06,0.296,4.40,3.020,0.74944,,13.0069000
Kepler-884 b,Kepler-884,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,5.69919514,1.230,2.04000,6.020000,0.000000,204.18,964,89.980,18.429000,,5715.00,0.94,1.00,-0.313,4.49,2.450,3.61996,,13.0469000
Kepler-885 b,Kepler-885,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,18.11472949,2.500,6.80000,2.390000,0.000000,124.65,830,85.950,19.000000,,6187.00,1.35,1.21,0.417,4.26,3.160,0.55283,,12.7877000
Kepler-886 b,Kepler-886,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,6.24146367,1.520,2.92000,4.570000,0.000000,231.43,1111,89.890,15.566000,,6098.00,1.16,1.10,0.042,4.35,3.390,1.83138,,13.8936000
Kepler-887 b,Kepler-887,b,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,20.42228798,1.840,4.04000,3.560000,0.000000,109.84,785,89.870,25.490000,,6194.00,1.29,1.19,0.446,4.29,3.090,0.73981,,13.4496000
Kepler-887 c,Kepler-887,c,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,7.63846023,1.130,1.51000,5.750000,0.000000,407.98,1089,88.300,14.540000,,6194.00,1.29,1.19,0.446,4.29,3.090,0.99716,,13.4496000
Kepler-888 b,Kepler-888,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,70.69790610,1.760,3.75000,3.780000,0.000000,7.85,417,89.980,82.820000,,5875.00,0.90,0.97,-0.043,4.52,1.480,1.80717,,12.9814000
Kepler-889 b,Kepler-889,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,3.74443900,1.090,1.32000,5.600000,0.000000,954.59,1328,89.010,9.750000,,5961.00,1.25,1.14,0.383,4.30,3.980,0.49688,,12.6802000
Kepler-890 b,Kepler-890,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,52.75875577,8.890,58.60000,0.458000,0.000000,30.23,540,89.680,65.231000,,5954.00,1.13,1.09,0.327,4.37,3.630,1.88641,,15.1361000
Kepler-891 b,Kepler-891,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,53.44945593,6.410,33.60000,0.701000,0.000000,44.33,486,89.930,80.697000,,5887.00,1.07,1.06,0.588,4.41,3.550,3.49966,,15.2730000
Kepler-892 b,Kepler-892,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,13.75210720,2.810,8.30000,2.060000,0.000000,18.20,556,87.860,17.400000,,4747.00,0.72,0.75,-0.735,4.61,5.010,2.79666,,15.5902000
Kepler-893 b,Kepler-893,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,6.33855761,3.030,9.43000,1.860000,0.000000,266.27,1034,82.420,7.300000,,5820.00,0.99,1.00,0.060,4.45,3.800,0.36760,,15.1735000
Kepler-894 b,Kepler-894,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,9.80322400,2.780,8.15000,2.080000,0.000000,119.88,896,87.120,13.210000,,5603.00,0.85,0.87,-0.123,4.53,4.270,0.45345,,15.4056000
Kepler-895 b,Kepler-895,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,2.80624233,1.540,2.99000,4.500000,0.000000,106.58,771,89.820,13.469000,,4315.00,0.61,0.65,-0.854,4.67,2.630,5.02117,,15.9804000
Kepler-896 b,Kepler-896,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,144.54739600,2.530,6.94000,2.350000,0.000000,1.99,303,88.570,48.400000,,5262.00,0.81,0.84,0.481,4.56,5.010,0.37879,,15.4307000
Kepler-897 b,Kepler-897,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,8.04726420,2.390,6.30000,2.540000,0.000000,354.22,855,79.300,7.480000,,5839.00,1.04,1.03,0.288,4.41,4.370,0.77522,,15.0787000
Kepler-898 b,Kepler-898,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,5.87061910,1.490,2.83000,4.700000,0.000000,37.11,616,87.350,13.880000,,4223.00,0.62,0.65,-0.875,4.66,3.980,1.46624,,15.9386000
Kepler-899 b,Kepler-899,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,19.17891293,2.680,7.65000,2.180000,0.000000,62.20,640,89.990,29.200000,,5595.00,0.91,0.93,0.048,4.49,4.070,1.28042,,15.3820000
Kepler-9 b,Kepler-9,b,1,3,0,Transit,2010,2010-10,Space,Kepler,0.95 m Kepler Telescope,19.23891000,8.290,43.40000,0.420000,0.060900,48.23,661,88.982,31.300000,,5774.00,0.96,1.02,-0.038,4.49,2.000,1.64000,2.7400,13.7809000
Kepler-9 c,Kepler-9,c,1,3,0,Transit,2010,2010-10,Space,Kepler,0.95 m Kepler Telescope,38.98530000,8.080,29.90000,0.310000,0.066910,18.90,523,89.188,49.800000,,5774.00,0.96,1.02,-0.038,4.49,2.000,1.64000,2.7400,13.7809000
Kepler-9 d,Kepler-9,d,1,3,0,Transit,2010,2011-01,Space,Kepler,0.95 m Kepler Telescope,1.59285100,1.640,3.33000,4.150000,0.000000,1339.66,2026,89.380,5.540000,,5777.00,1.02,1.07,0.037,4.49,1.000,1.95342,1.9000,13.7809000
Kepler-90 i,KOI-351,i,1,8,0,Transit,2017,2018-02,Space,Kepler,0.95 m Kepler Telescope,14.44912000,1.320,2.30000,5.500000,,,709,89.200,33.800000,,6015.00,1.29,1.12,0.250,4.27,0.530,1.18855,4.6000,13.7397000
Kepler-900 b,Kepler-900,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,6.99130860,2.080,4.98000,3.040000,0.000000,54.11,716,87.580,13.880000,,4836.00,0.73,0.78,-0.608,4.60,4.570,1.03464,5.2000,14.9453000
Kepler-901 b,Kepler-901,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,3.51749439,1.370,2.45000,5.240000,0.000000,68.72,704,86.490,18.494000,,4184.00,0.57,0.59,-0.984,4.70,3.800,9.67188,,14.6803000
Kepler-902 b,Kepler-902,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,40.10995470,2.540,6.99000,2.340000,0.000000,24.88,556,89.980,60.240000,,5647.00,0.93,0.95,0.108,4.49,4.370,2.57107,,14.8583000
