pl_name,hostname,pl_letter,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_pubdate,disc_locale,disc_facility,disc_telescope,pl_orbper,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_ratdor,st_spectype,st_teff,st_rad,st_mass,st_lum,st_logg,st_age,st_dens,st_vsin,sy_gaiamag
Kepler-903 b,Kepler-903,b,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,10.35077210,2.010,4.70000,3.180000,0.000000,274.85,842,84.430,7.200000,,5682.00,0.97,0.98,0.365,4.46,4.790,0.09524,,14.6150000
Kepler-903 c,Kepler-903,c,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,62.92285570,2.530,6.94000,2.350000,0.000000,24.79,462,87.020,24.000000,,5682.00,0.97,0.98,0.365,4.46,4.790,0.03760,,14.6150000
Kepler-904 b,Kepler-904,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,3.02166863,1.770,3.78000,3.750000,0.000000,875.42,1332,87.430,3.230000,,6160.00,1.25,1.16,0.154,4.31,3.020,0.97869,,14.3921000
Kepler-905 b,Kepler-905,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,5.08274652,1.410,2.57000,5.040000,0.000000,185.77,928,89.840,22.716000,,5461.00,0.86,0.95,-0.215,4.55,1.660,8.00121,,13.9504000
Kepler-906 b,Kepler-906,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,41.69799760,2.110,5.10000,2.980000,0.000000,21.99,537,90.000,56.910000,,6035.00,1.02,1.06,0.096,4.45,1.860,2.00587,,13.9180000
Kepler-907 b,Kepler-907,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,15.86621821,1.200,1.87000,5.950000,0.000000,137.66,879,86.770,29.390000,,6106.00,1.38,1.08,0.378,4.19,5.370,1.90798,,11.4623000
Kepler-908 b,Kepler-908,b,3,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,1.34059747,1.220,1.98000,5.990000,0.000000,3304.10,1783,89.940,6.445000,,5973.00,1.12,1.11,0.264,4.38,3.020,0.32197,,11.4650000
Kepler-909 b,Kepler-909,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,13.93290318,1.470,2.76000,4.770000,0.000000,127.24,852,87.140,40.910000,,6154.00,1.23,1.17,0.273,4.33,2.880,0.78101,,11.5096000
Kepler-91 b,Kepler-91,b,1,1,0,Transit,2013,2014-02,Space,Kepler,0.95 m Kepler Telescope,6.24658000,15.323,257.44230,0.400000,0.051900,3273.32,2040,69.680,2.496000,K3,4550.00,6.30,1.31,1.225,2.95,4.470,0.00730,6.8000,12.4762000
Kepler-910 b,Kepler-910,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,2.36436901,0.820,0.47700,4.750000,0.000000,2108.07,1752,88.440,3.150000,,6230.00,1.50,1.26,0.494,4.19,3.390,0.41794,,11.5286000
Kepler-911 b,Kepler-911,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,20.31050100,2.600,7.27000,2.270000,0.000000,198.72,931,89.900,29.160000,,6112.00,1.99,1.34,0.707,3.97,3.550,0.19419,,11.8295000
Kepler-912 b,Kepler-912,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,2.53475627,2.800,8.25000,2.070000,0.000000,519.95,1218,68.670,3.480000,,5998.00,1.11,1.07,0.552,4.37,3.160,0.07146,,15.3262000
Kepler-913 b,Kepler-913,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,10.29672521,2.060,4.90000,3.080000,0.000000,58.90,1129,89.400,28.900000,,4687.00,0.61,0.63,-0.282,4.67,5.620,4.30700,,15.7385000
Kepler-914 b,Kepler-914,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,4.40966548,1.380,2.48000,5.190000,0.000000,568.38,1192,85.070,16.160000,,5877.00,1.15,1.10,0.245,4.36,3.980,4.10271,,13.5481000
Kepler-915 b,Kepler-915,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,4.59489604,1.500,2.86000,4.660000,0.000000,844.75,1319,76.000,12.240000,,6173.00,1.38,1.21,0.506,4.24,3.390,0.44865,,13.2408000
Kepler-916 b,Kepler-916,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,32.29687980,1.760,3.75000,3.780000,0.000000,14.68,503,89.780,54.010000,,5248.00,0.81,0.85,-0.278,4.56,4.790,2.61354,,15.1752000
Kepler-917 b,Kepler-917,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,2.97041437,1.910,4.31000,3.400000,0.000000,228.11,991,87.750,10.040000,,5418.00,0.76,0.80,0.764,4.58,4.170,1.92074,,15.8533000
Kepler-918 b,Kepler-918,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,4.85386933,1.740,3.68000,3.840000,0.000000,258.70,1052,77.940,13.110000,,6028.00,1.14,1.11,-0.018,4.37,3.240,1.80765,,14.9546000
Kepler-919 b,Kepler-919,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,11.04603384,2.250,5.69000,2.740000,0.000000,153.91,869,89.790,17.870000,,6113.00,1.21,1.15,0.167,4.33,3.020,0.88069,,14.6785000
Kepler-92 b,Kepler-92,b,1,3,0,Transit,2013,2014-02,Space,Kepler,0.95 m Kepler Telescope,13.74900000,3.510,64.30000,8.170000,0.170000,257.78,975,87.190,10.620000,,5883.00,1.70,1.21,0.558,4.05,5.200,0.25139,,11.7451000
Kepler-92 c,Kepler-92,c,1,3,0,Transit,2013,2014-02,Space,Kepler,0.95 m Kepler Telescope,26.72300000,2.600,6.10000,1.910000,0.040000,106.21,781,89.920,24.311700,,5883.00,1.70,1.21,0.558,4.05,5.200,0.35563,,11.7451000
Kepler-92 d,Kepler-92,d,1,3,0,Transit,2015,2015-08,Space,Kepler,0.95 m Kepler Telescope,49.35680000,2.067,4.93000,3.070000,0.070000,46.84,637,89.530,24.910000,,5904.34,1.82,1.07,0.558,3.95,5.200,0.25139,,11.7451000
Kepler-920 b,Kepler-920,b,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,6.53192704,2.420,6.44000,2.500000,0.000000,153.14,907,84.790,16.120000,,5403.00,0.85,0.89,-0.183,4.54,4.370,1.85865,,15.2681000
Kepler-920 c,Kepler-920,c,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,100.82741130,3.800,13.80000,1.380000,0.000000,3.99,364,89.470,83.400000,,5403.00,0.85,0.89,-0.183,4.54,4.370,1.07983,,15.2681000
Kepler-921 b,Kepler-921,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,51.30063400,2.870,8.60000,2.000000,0.000000,15.01,492,90.000,74.620000,,5663.00,0.91,0.93,-0.030,4.50,4.270,2.98696,,14.7055000
Kepler-922 b,Kepler-922,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,0.93846683,1.420,2.60000,4.990000,0.000000,2142.63,1876,89.450,5.604900,,5671.00,0.93,0.95,-0.133,4.48,4.370,3.76068,,13.7450000
Kepler-923 b,Kepler-923,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,6.93366476,1.380,2.48000,5.190000,0.000000,390.64,1104,80.200,12.280000,,5988.00,1.26,1.11,0.333,4.28,4.680,0.72847,,14.0117000
Kepler-924 b,Kepler-924,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,61.03701170,3.070,9.64000,1.830000,0.000000,20.00,610,89.930,56.590000,,6167.00,1.23,1.14,0.314,4.32,3.090,0.92023,,14.1368000
Kepler-925 b,Kepler-925,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,33.86785310,2.340,6.08000,2.610000,0.000000,5.83,394,89.020,46.200000,,4673.00,0.72,0.77,-0.684,4.62,2.570,1.63128,,15.8155000
Kepler-926 b,Kepler-926,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,52.06886010,2.310,5.95000,2.650000,0.000000,17.88,524,89.880,132.000000,,5806.00,1.01,1.01,0.173,4.43,4.370,16.03701,,14.2595000
Kepler-927 b,Kepler-927,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,9.11499030,1.720,3.61000,3.900000,0.000000,129.53,906,86.670,15.779000,,5743.00,0.99,0.99,-0.086,4.45,4.370,0.89453,,14.6011000
Kepler-928 b,Kepler-928,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,3.93246130,1.590,3.15000,4.310000,0.000000,111.11,894,88.150,12.240000,,4700.00,0.70,0.73,-0.719,4.62,4.370,2.24070,,15.3227000
Kepler-929 b,Kepler-929,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,0.92103214,1.110,1.41000,5.670000,0.000000,8159.93,2362,89.490,2.862300,,5869.00,1.02,1.01,0.461,4.42,3.470,0.48200,,14.5038000
Kepler-93 b,Kepler-93,b,1,2,0,Transit,2014,2014-02,Space,Kepler,0.95 m Kepler Telescope,4.72674000,1.569,4.54426,1.652000,0.000000,283.74,1037,89.180,12.500000,,5669.00,0.98,1.09,-0.106,4.47,6.600,1.65000,0.5000,9.8624900
Kepler-93 c,Kepler-93,c,1,2,0,Radial Velocity,2014,2014-02,Ground,W. M. Keck Observatory,10 m Keck I Telescope,1460.00000000,,954.00000,,,,,,,,5669.00,0.92,0.91,-0.106,4.47,5.050,1.64000,0.5000,9.8624900
Kepler-930 b,Kepler-930,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,71.45177750,2.130,5.18000,2.950000,0.000000,16.85,561,89.990,88.140000,,6335.00,1.40,1.25,0.378,4.24,2.340,2.53706,,13.7625000
Kepler-931 b,Kepler-931,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,8.03755877,1.330,2.33000,5.440000,0.000000,72.44,744,86.290,22.250000,,5241.00,0.81,0.86,-0.350,4.55,4.680,3.22363,,14.4880000
Kepler-932 b,Kepler-932,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,1.92143740,1.370,2.45000,5.240000,0.000000,562.22,1276,74.860,8.253000,,5331.00,0.84,0.87,-0.322,4.54,4.680,2.88000,,14.1360000
Kepler-933 b,Kepler-933,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,14.20443009,2.460,6.62000,2.440000,0.000000,61.32,602,89.980,28.560000,,5346.00,0.84,0.87,-0.211,4.54,4.680,2.01989,,15.4379000
Kepler-934 b,Kepler-934,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,55.67383090,2.090,5.02000,3.020000,0.000000,4.72,384,89.860,114.480000,,5001.00,0.77,0.81,-0.478,4.59,4.470,9.15588,,15.0341000
Kepler-935 b,Kepler-935,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,4.88083852,1.350,2.39000,5.340000,0.000000,94.61,879,89.100,14.460000,,4830.00,0.73,0.78,-0.639,4.61,3.800,2.40036,,14.9002000
Kepler-936 b,Kepler-936,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,10.56134221,1.450,2.70000,4.870000,0.000000,133.56,867,83.330,8.290000,,5482.00,0.89,0.92,-0.190,4.51,4.570,4.40297,,14.7886000
Kepler-937 b,Kepler-937,b,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,67.66882700,3.720,13.40000,1.430000,0.000000,20.63,495,89.610,34.100000,,6095.00,1.22,1.15,0.281,4.32,3.240,0.65357,,15.1944000
Kepler-937 c,Kepler-937,c,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,153.34336400,2.670,7.61000,2.200000,0.000000,6.93,377,89.840,111.500000,,6095.00,1.22,1.15,0.281,4.32,3.240,0.67810,,15.1944000
Kepler-938 b,Kepler-938,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,52.62984170,2.220,5.56000,2.790000,0.000000,8.57,544,89.720,64.100000,,5533.00,0.89,0.92,-0.174,4.51,4.270,1.95244,,
Kepler-939 b,Kepler-939,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,14.87829600,1.750,3.71000,3.800000,0.000000,54.19,692,85.910,12.900000,,5471.00,0.85,0.88,0.391,4.54,4.470,0.10184,,15.5197000
Kepler-94 b,Kepler-94,b,1,2,0,Transit,2014,2014-02,Space,Kepler,0.95 m Kepler Telescope,2.50806000,3.510,10.84000,1.450000,0.000000,216.09,997,86.610,11.000000,M0 V,4781.00,0.76,0.81,-0.613,4.59,1.410,2.90000,0.5000,12.8567000
Kepler-94 c,Kepler-94,c,1,2,0,Radial Velocity,2014,2014-02,Ground,W. M. Keck Observatory,10 m Keck I Telescope,820.30000000,12.500,3126.00000,8.790000,,,,,,M0 V,4781.00,0.76,0.81,-0.597,4.59,1.410,2.90000,0.5000,12.8567000
Kepler-940 b,Kepler-940,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,59.62252570,3.340,11.10000,1.640000,0.000000,10.52,486,88.630,48.000000,,5769.00,0.96,0.97,-0.057,4.47,3.630,1.09134,,15.4975000
Kepler-941 b,Kepler-941,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,17.42395198,3.080,9.69000,1.820000,0.000000,47.03,722,85.650,14.900000,,5539.00,0.86,0.89,-0.206,4.53,4.070,0.11360,,15.5723000
Kepler-942 b,Kepler-942,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,44.96417488,2.130,5.18000,2.950000,0.000000,4.96,379,89.910,70.290000,,4861.00,0.75,0.81,-0.585,4.59,4.170,2.12768,,13.0663000
Kepler-943 b,Kepler-943,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,49.77014380,5.930,29.50000,0.777000,0.000000,10.16,455,88.800,26.120000,,5612.00,0.91,0.93,0.407,4.50,4.270,0.23560,0.5000,15.6387000
Kepler-944 b,Kepler-944,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,43.31677370,2.630,7.41000,2.240000,0.000000,20.17,459,89.970,67.210000,,5409.00,0.83,0.86,-0.078,4.54,4.470,3.06120,,15.7109000
Kepler-945 b,Kepler-945,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,31.00338140,2.630,7.41000,2.240000,0.000000,31.70,616,89.810,45.630000,,5718.00,0.97,0.97,0.024,4.46,4.470,1.87035,,15.8596000
Kepler-946 b,Kepler-946,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,11.79162572,1.930,4.38000,3.350000,0.000000,124.07,857,89.940,30.460000,,5665.00,0.93,0.94,0.134,4.47,4.170,3.74820,,14.9234000
Kepler-947 b,Kepler-947,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,26.96443170,2.280,5.82000,2.700000,0.000000,51.95,573,89.990,55.530000,,5508.00,0.87,0.90,0.142,4.52,4.270,4.45566,,15.7517000
Kepler-948 b,Kepler-948,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,7.76846622,1.850,4.08000,3.540000,0.000000,126.20,841,88.680,4.820000,,5679.00,0.94,0.96,-0.109,4.47,4.170,1.12282,,14.7858000
Kepler-949 b,Kepler-949,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,8.68930730,2.910,8.80000,1.960000,0.000000,58.44,782,89.940,26.669000,,5403.00,0.86,0.89,-0.442,4.53,4.570,4.35145,,14.5084000
Kepler-95 b,Kepler-95,b,1,1,0,Transit,2014,2014-02,Space,Kepler,0.95 m Kepler Telescope,11.52310000,3.420,13.00000,1.710000,0.000000,178.83,927,90.000,23.087000,,5699.00,1.41,1.08,0.281,4.17,5.630,0.54000,0.7000,12.3044000
Kepler-950 b,Kepler-950,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,98.71804060,8.980,59.60000,0.452000,0.000000,3.97,360,89.680,120.100000,,5857.00,1.02,1.02,0.355,4.44,3.800,3.36280,,15.6813000
Kepler-951 b,Kepler-951,b,2,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,71.52530845,5.590,26.70000,0.840000,0.000000,2.47,340,89.960,98.609000,,4834.00,0.73,0.77,-0.642,4.60,4.270,3.54555,,14.4908000
Kepler-952 b,Kepler-952,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,130.35469190,7.650,45.40000,0.557000,0.000000,5.05,369,89.700,175.000000,,5730.00,0.99,1.00,0.097,4.45,4.270,2.31284,,15.1882000
Kepler-953 b,Kepler-953,b,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,88.40655258,4.210,16.50000,1.220000,0.000000,5.84,410,89.370,41.400000,,5416.00,0.99,0.95,-0.119,4.42,8.710,0.26440,,12.1425000
Kepler-953 c,Kepler-953,c,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,9.10967112,1.190,1.81000,5.900000,0.000000,121.04,873,85.020,12.490000,,5416.00,0.99,0.95,-0.119,4.42,8.710,0.44401,,12.1425000
Kepler-954 b,Kepler-954,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,16.78176602,2.320,5.99000,2.640000,0.000000,21.53,545,89.070,29.600000,,4990.00,0.76,0.82,-0.572,4.59,3.390,1.87375,,12.9432000
Kepler-955 b,Kepler-955,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,14.53244172,3.130,9.96000,1.780000,0.000000,33.09,664,90.000,35.840000,,5350.00,0.84,0.89,-0.409,4.54,4.370,4.12240,,14.6273000
Kepler-956 b,Kepler-956,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,5.24867263,3.000,9.27000,1.890000,0.000000,307.06,1056,86.000,12.140000,,6040.00,1.15,1.10,0.052,4.36,3.470,1.48273,,13.2889000
Kepler-957 b,Kepler-957,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,5.90741354,5.500,25.90000,0.855000,0.000000,124.91,769,89.780,42.750000,,4963.00,0.75,0.81,-0.468,4.60,2.750,42.35500,,15.6906000
Kepler-958 b,Kepler-958,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,9.76788050,2.060,4.90000,3.080000,0.000000,73.59,749,86.730,38.570000,,5421.00,0.86,0.91,-0.282,4.53,4.370,11.37484,,13.7299000
Kepler-959 b,Kepler-959,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,14.80074836,4.380,17.60000,1.150000,0.000000,165.87,1912,88.880,20.274000,,7005.00,2.01,1.60,0.738,4.04,1.350,0.45596,,12.4660000
Kepler-96 b,Kepler-96,b,1,1,0,Transit,2014,2014-02,Space,Kepler,0.95 m Kepler Telescope,16.23850000,2.670,8.46000,2.260000,0.000000,57.52,711,87.940,33.160000,,5690.00,1.02,1.00,-0.052,4.42,2.340,1.54000,0.5000,10.2971000
Kepler-960 b,Kepler-960,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,3.12686223,2.290,5.86000,2.680000,0.000000,129.22,1391,87.930,20.250000,,4755.00,0.72,0.77,-0.629,4.61,3.630,8.96358,,13.8413000
Kepler-961 b,Kepler-961,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,16.87727414,2.550,7.04000,2.330000,0.000000,40.40,642,89.020,34.890000,,5582.00,0.90,0.96,-0.194,4.51,2.820,2.82159,2.5000,14.0430000
Kepler-962 b,Kepler-962,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,12.05707239,1.970,4.54000,3.260000,0.000000,53.82,689,89.070,39.710000,,5478.00,0.86,0.93,-0.261,4.54,2.400,8.14697,,13.5580000
Kepler-963 b,Kepler-963,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,9.97683705,2.660,7.56000,2.210000,0.000000,83.49,802,89.940,22.824000,,5461.00,0.87,0.91,-0.225,4.52,4.070,2.25960,,14.9116000
Kepler-964 b,Kepler-964,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,13.52251060,2.120,5.14000,2.960000,0.000000,43.92,652,89.520,27.000000,,5427.00,0.84,0.93,-0.306,4.55,1.910,2.03637,,13.9025000
Kepler-965 b,Kepler-965,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,134.25272980,3.380,11.40000,1.620000,0.000000,4.98,393,90.000,116.123000,,5886.00,1.15,1.05,0.148,4.33,5.500,1.64351,,13.3334000
Kepler-966 b,Kepler-966,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,99.74762200,4.130,16.00000,1.250000,0.000000,10.97,391,89.320,69.900000,,5840.00,1.02,1.02,0.233,4.43,4.070,0.65013,,14.4435000
Kepler-967 b,Kepler-967,b,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,13.22713379,2.350,6.12000,2.590000,0.000000,39.10,638,89.980,31.530000,,5178.00,0.80,0.84,-0.718,4.56,5.890,3.39073,,14.4513000
Kepler-967 c,Kepler-967,c,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,198.71125020,3.650,12.90000,1.460000,0.000000,1.05,258,89.990,184.680000,,5178.00,0.80,0.84,-0.718,4.56,5.890,2.92892,,14.4513000
Kepler-968 b,Kepler-968,b,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,3.69298373,2.000,4.66000,3.200000,0.000000,103.91,745,85.880,16.400000,,4598.00,0.70,0.76,-0.763,4.63,2.140,6.11686,,14.2499000
Kepler-968 c,Kepler-968,c,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,5.70940492,1.690,3.50000,3.980000,0.000000,58.15,644,87.700,27.680000,,4598.00,0.70,0.76,-0.763,4.63,2.140,12.30954,,14.2499000
Kepler-969 b,Kepler-969,b,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,34.17317140,2.070,4.94000,3.060000,0.000000,10.17,465,88.630,58.490000,,5214.00,0.82,0.92,-0.389,4.57,1.510,3.24214,,13.7221000
Kepler-969 c,Kepler-969,c,1,2,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,1.68293460,0.990,0.93700,5.310000,0.000000,564.58,1270,82.420,5.160000,,5214.00,0.82,0.92,-0.389,4.57,1.510,1.59429,,13.7221000
Kepler-97 b,Kepler-97,b,1,2,0,Transit,2014,2014-02,Space,Kepler,0.95 m Kepler Telescope,2.58664000,1.480,3.51000,5.440000,0.000000,767.96,1328,87.610,5.200000,,5779.00,0.98,0.94,-0.025,4.43,8.420,1.53000,0.5000,12.8130000
Kepler-97 c,Kepler-97,c,1,2,0,Radial Velocity,2014,2014-02,Ground,W. M. Keck Observatory,10 m Keck I Telescope,789.00000000,,344.00000,,,,,,,,5779.00,0.98,0.94,-0.037,4.43,8.420,1.53000,0.5000,12.8130000
Kepler-970 b,Kepler-970,b,2,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,16.73652231,2.770,8.10000,2.090000,0.000000,11.11,464,88.320,30.800000,,4511.00,0.67,0.70,-0.821,4.64,4.680,4.61175,,14.8058000
Kepler-971 b,Kepler-971,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,9.59070716,2.130,5.18000,2.950000,0.000000,82.77,1087,88.990,11.700000,,5431.00,0.85,0.88,-0.299,4.54,4.470,1.72343,,13.2181000
Kepler-972 b,Kepler-972,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,7.03932553,4.650,19.50000,1.070000,0.000000,266.51,1060,81.050,6.400000,,6146.00,1.22,1.15,0.191,4.33,2.820,0.08845,,14.8925000
Kepler-973 b,Kepler-973,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,49.60773310,1.960,4.50000,3.280000,0.000000,7.89,402,89.500,136.370000,,5213.00,0.78,0.86,-0.344,4.58,2.290,2.18901,,13.2340000
Kepler-974 b,Kepler-974,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,4.19449651,1.570,3.09000,4.390000,0.000000,28.51,577,85.090,10.740000,,3687.00,0.50,0.52,-1.354,4.76,4.370,4.83840,,14.4126000
Kepler-975 b,Kepler-975,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,1.97034246,1.480,2.79000,4.730000,0.000000,328.70,1599,79.560,4.900000,,4897.00,0.75,0.80,-0.512,4.59,3.890,2.55402,,14.4518000
Kepler-976 b,Kepler-976,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,105.95641480,3.960,14.90000,1.320000,0.000000,2.66,324,89.840,120.949000,,5232.00,0.83,0.87,-0.360,4.55,4.680,2.54944,,15.8033000
Kepler-977 b,Kepler-977,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,26.85328322,2.620,7.37000,2.250000,0.000000,13.96,544,89.990,47.326000,,5315.00,0.83,0.87,-0.476,4.55,4.570,2.04472,,14.8235000
Kepler-978 b,Kepler-978,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,49.62215090,2.990,9.22000,1.900000,0.000000,20.99,546,87.520,21.700000,,6002.00,1.09,1.07,0.143,4.38,3.630,0.09556,,13.3744000
Kepler-979 b,Kepler-979,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,8.08801350,2.720,7.85000,2.140000,0.000000,77.84,792,88.230,24.100000,,5310.00,0.83,0.87,-0.320,4.54,4.570,7.27802,,14.6250000
Kepler-98 b,Kepler-98,b,1,1,0,Transit,2014,2014-02,Space,Kepler,0.95 m Kepler Telescope,1.54168000,1.990,3.55000,2.180000,0.000000,1107.39,1592,86.470,5.100000,,5539.00,1.11,0.99,-0.133,4.34,2.790,1.12000,0.5000,12.8694000
Kepler-980 b,Kepler-980,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,11.55102504,2.670,7.61000,2.200000,0.000000,170.14,845,88.790,11.000000,,5935.00,1.06,1.05,0.262,4.41,3.550,1.82309,,14.1122000
Kepler-981 b,Kepler-981,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,4.46975774,2.310,5.95000,2.650000,0.000000,337.47,1103,88.320,19.330000,,5718.00,0.96,0.98,-0.081,4.47,4.070,6.84413,,14.7044000
Kepler-982 b,Kepler-982,b,1,1,0,Transit,2016,2016-05,Space,Kepler,0.95 m Kepler Telescope,15.77382210,2.250,5.69000,2.740000,0.000000,185.20,955,89.920,24.769400,,6139.00,1.29,1.16,0.511,4.28,3.550,0.64822,,12.9868000
