pl_orbper,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_ratdor
4.51005748,1.46,2.73,4.82,0.0,206.41,1063.0,89.59,16.028
37.6467384,2.19,5.43,2.84,0.0,11.38,787.0,89.99,46.18
3.341815,1.58,3.12,4.35,0.0,677.5,1356.0,86.96,7.35
224.784608,7.3,42.0,0.593,0.0,2.48,333.0,89.71,104.88
9.69312032,2.66,7.56,2.21,0.0,43.14,609.0,88.72,23.9
8.79617863,2.0,4.66,3.2,0.0,118.52,938.0,89.86,20.06
14.36267939,3.02,9.38,1.87,0.0,254.96,918.0,89.34,14.0
42.3004954,2.81,8.3,2.06,0.0,22.85,558.0,89.79,74.07
14.97435694,1.35,2.39,5.34,0.0,39.32,631.0,89.89,47.26
23.5540725,1.7,3.53,3.95,0.0,516.1,1381.0,88.34,25.36
41.6977827,2.54,6.99,2.34,0.0,15.79,488.0,89.98,59.15
4.79028459,1.11,1.41,5.67,0.0,194.98,938.0,87.83,13.397
38.6715075,2.74,7.95,2.12,0.0,20.01,502.0,88.77,35.0
8.3265153,1.92,4.35,3.38,0.0,182.69,938.0,84.08,7.29
8.408878,2.36,6.17,2.58,0.0,123.82,809.0,89.95,18.85
28.574263,2.4,6.35,2.52,0.0,24.25,538.0,89.91,45.22
2.94902905,1.38,2.48,5.19,0.0,206.87,1027.0,89.77,11.283
13.15141081,1.91,4.31,3.4,0.0,205.27,1008.0,84.73,12.8
42.1917357,2.04,4.82,3.12,0.0,23.26,526.0,89.92,46.32
4.33946454,1.67,3.43,4.05,0.0,190.02,1061.0,84.46,14.69
2.85234897,1.28,2.18,5.71,0.0,50.78,621.0,89.45,10.7
17.6700642,1.84,4.04,3.56,0.0,41.04,778.0,83.69,23.66
108.593329,1.73,3.64,3.86,0.0,4.55,374.0,90.0,105.54
5.12330347,1.96,4.5,3.28,0.0,160.76,994.0,88.72,5.68
61.6178167,3.65,12.9,1.46,0.0,6.45,424.0,89.96,126.93
24.3397804,2.96,9.06,1.92,0.0,32.27,737.0,87.53,21.5
76.5369586,2.73,7.9,2.13,0.0,7.01,503.0,89.82,105.0
4.754,1.82,11.7,10.73,0.0,105.33,775.0,86.54,14.53
8.92507,2.18,8.7,,0.0,45.6,628.0,87.69,15.1
5.45298175,0.8,0.437,4.69,0.0,162.65,904.0,84.83,11.2
3.53232449,1.59,3.15,4.31,0.0,453.14,1159.0,88.19,9.765
62.8916228,2.35,6.12,2.59,0.0,4.55,384.0,89.36,68.1
11.55562343,1.97,4.54,3.26,0.0,55.76,703.0,88.21,28.0
17.13263989,2.64,7.46,2.23,0.0,29.86,611.0,89.59,42.09
76.957857,1.85,4.08,3.54,0.0,25.76,451.0,89.25,56.5
2.36172433,1.64,3.33,4.15,0.0,150.06,922.0,89.97,14.74
23.9210791,2.2,5.48,2.83,0.0,197.85,1020.0,86.12,13.9
3.17060005,1.7,3.53,3.95,0.0,245.9,1080.0,85.11,15.16
0.81316672,1.19,1.81,5.9,0.0,1717.28,1693.0,89.23,4.482
5.188549,1.26,6.8,18.7,0.0,92.53,586.0,89.39,16.94
8.041,1.6,2.8,3.76,0.0,51.62,507.0,89.36,23.765
11.776,2.53,3.9,1.32,0.0,31.02,446.0,88.87,24.0
24.0862707,2.77,8.1,2.09,0.0,13.05,500.0,89.14,54.6
2.34451194,0.82,0.477,4.75,0.0,1146.95,1471.0,84.08,7.78
18.3027248,1.47,2.76,4.77,0.0,147.82,902.0,86.37,17.0
2.88890485,1.67,3.43,4.05,0.0,173.06,976.0,85.23,14.2
210.630591,3.6,12.6,1.48,0.0,0.57,234.0,89.76,156.1
17.14647302,1.99,4.62,3.22,0.0,62.06,811.0,86.25,34.47
3.97076766,1.4,2.54,5.09,0.0,198.43,958.0,86.0,16.36
2.3522658,1.23,2.04,6.02,0.0,227.96,1019.0,89.48,10.7
10.62784997,2.61,7.32,2.26,0.0,206.56,872.0,88.31,9.4
1.10446351,1.69,3.5,3.98,0.0,815.41,1397.0,88.94,8.146
3.73089898,1.44,2.67,4.91,0.0,653.83,1128.0,81.98,4.41
2.403679,1.09,1.32,5.6,0.0,1215.76,1489.0,80.55,4.89
8.990889,2.6,7.27,2.27,0.0,209.1,960.0,85.95,16.92
2.78786839,1.02,1.04,5.39,0.0,153.74,1432.0,89.16,10.49
65.6478424,2.22,5.56,2.79,0.0,4.86,485.0,88.43,114.9
1.64680191,0.87,0.59,4.92,0.0,139.6,806.0,89.3,10.61
1.75583533,1.73,3.64,3.86,0.0,761.81,1343.0,75.45,7.483
5.1856142,2.34,6.08,2.61,0.0,652.97,1314.0,89.93,9.931
8.45808312,2.36,6.17,2.58,0.0,339.57,1117.0,87.5,21.11
33.469743,2.03,4.78,3.14,0.0,32.52,609.0,88.22,57.51
11.89520511,1.32,2.3,5.5,0.0,83.01,787.0,89.86,26.74
4.45743164,1.09,1.32,5.6,0.0,95.44,732.0,89.31,14.62
13.5396293,2.34,6.08,2.61,0.0,449.7,1079.0,89.46,23.26
22.70816791,2.37,6.21,2.56,0.0,80.98,677.0,89.96,50.29
5.968734,3.42,11.6,1.59,0.0,594.45,1251.0,89.25,12.593
13.07163,2.3,5.9,2.66,0.0,208.98,964.0,88.05,33.19
7.97034958,2.14,5.22,2.93,0.0,93.31,839.0,89.74,23.17
10.71252541,2.13,5.18,2.95,0.0,26.23,485.0,88.16,27.87
32.5637069,2.21,5.52,2.81,0.0,12.24,490.0,89.51,43.7
6.11786898,1.03,1.08,5.43,0.0,511.76,1211.0,88.22,8.1
3.97599768,1.12,1.46,5.71,0.0,181.21,936.0,88.57,13.22
9.478522,1.55,3.02,4.46,0.0,464.77,946.0,89.46,11.85
33.2406882,1.69,3.5,3.98,0.0,14.19,486.0,89.75,53.78
1.00393374,1.71,3.57,3.92,0.0,1039.7,1419.0,89.76,5.477
55.8226539,2.5,6.8,2.39,0.0,4.11,379.0,89.98,80.19
6.11009134,0.94,0.779,5.15,0.0,348.05,1125.0,89.16,19.0
18.7959228,8.059,29.875,0.3,0.0493,157.54,984.0,88.74,19.67
50.790391,12.341,584.78,1.74,0.0323,41.86,704.0,89.64,38.18
9.98969327,2.41,6.39,2.51,0.0,69.54,705.0,89.99,21.21
1.44259224,2.56,7.08,2.32,0.0,10171.0,2700.0,86.82,3.727
26.0204423,3.2,10.3,1.73,0.0,26.36,675.0,88.67,19.7
0.7698536,0.89,0.64,4.99,0.0,1462.1,1650.0,80.42,4.66
6.89225223,1.59,3.15,4.31,0.0,641.81,1156.0,89.84,21.38
37.94563,2.99,9.22,1.9,0.0,12.94,515.0,89.79,30.0
24.1738579,2.45,6.57,2.45,0.0,26.09,595.0,89.76,60.2
106.247547,1.9,4.27,3.42,0.0,11.86,377.0,89.32,58.85
31.80634,1.07,1.24,5.56,0.0,23.24,378.0,89.5,64.29
2.68505749,1.32,2.3,5.5,0.0,288.57,1137.0,86.69,20.2
7.518496,1.96,4.5,3.28,0.0,79.75,784.0,89.63,20.33
20.17202,7.68,45.7,0.554,0.0,21.41,564.0,89.61,52.621
16.8601286,1.99,4.62,3.22,0.0,175.85,765.0,87.77,17.48
4.89337519,1.57,3.09,4.39,0.0,831.14,1374.0,88.82,11.36
11.17394617,2.41,6.39,2.51,0.0,197.88,796.0,89.94,26.239
28.5057189,2.82,8.35,2.05,0.0,61.66,555.0,88.47,35.49
53.5991044,2.68,7.65,2.18,0.0,18.04,529.0,89.2,47.0
104.3518976,1.33,2.33,5.44,0.0,9.31,355.0,89.84,225.2
16.07677615,2.23,5.6,2.77,0.0,85.39,724.0,89.89,56.01
18.87064068,2.61,7.32,2.26,0.0,72.96,701.0,87.72,45.22
17.1369543,2.08,4.98,3.04,0.0,165.57,775.0,89.92,20.762
3.78858982,1.77,3.78,3.75,0.0,449.94,1158.0,88.98,2.83
2.422082,3.6,12.6,1.48,0.0,745.28,1213.0,89.56,7.5197
4.125103,0.92,0.721,5.09,0.0,367.32,1016.0,88.65,8.8
10.45843441,1.33,2.33,5.44,0.0,24.21,609.0,89.98,25.73
5.60014851,1.51,2.89,4.61,0.0,167.18,952.0,89.84,16.3947
25.2034787,2.36,6.17,2.58,0.0,34.74,600.0,89.78,43.08
2.83265213,1.32,2.3,5.5,0.0,1286.39,1453.0,87.57,3.69
16.22371307,1.51,2.89,4.61,0.0,49.35,676.0,89.48,50.2
8.49642241,2.08,4.98,3.04,0.0,79.03,702.0,88.49,29.8
66.1849031,2.23,5.6,2.77,0.0,8.3,436.0,89.03,107.3
2.03231845,1.25,2.1,5.91,0.0,267.14,1011.0,89.96,9.0
7.6847716,1.47,2.76,4.77,0.0,108.07,830.0,89.89,24.328
15.0447198,1.15,1.6,5.78,0.0,92.58,931.0,89.94,19.92
4.4379629,19.661,137.30256,0.11,0.0,877.54,1480.0,88.796,8.019
6.312501,2.15,8.5,4.7,0.0,42.69,575.0,89.91,18.129
12.794585,1.53,2.96,4.54,0.0,16.62,455.0,89.64,29.29
1.11854972,1.06,1.2,5.54,0.0,544.53,1174.0,87.68,5.48
15.18725932,2.29,5.86,2.68,0.0,89.43,789.0,86.77,14.87
28.6851324,2.94,8.96,1.94,0.0,23.88,547.0,86.68,15.91
0.58800076,1.06,1.2,5.54,0.0,723.81,1188.0,83.78,3.944
85.7350285,3.05,9.53,1.85,0.0,7.02,448.0,89.98,88.01
1.07839035,1.41,2.57,5.04,0.0,1038.49,1667.0,76.41,6.744
1.21699766,1.64,3.33,4.15,0.0,588.02,1314.0,89.77,7.15
13.68237119,1.62,3.26,4.21,0.0,352.51,802.0,88.35,14.6
11.08507637,2.32,5.99,2.64,0.0,37.66,665.0,88.44,29.1
25.369116,1.51,2.89,4.61,0.0,63.25,755.0,87.87,42.17
3.177422,2.34,6.08,2.61,0.0,220.49,997.0,85.79,17.098
41.008011,2.27,5.77,2.71,0.0,7.3,425.0,88.72,39.2
8.07124073,1.7,3.53,3.95,0.0,152.05,856.0,89.39,25.25
11.01816836,2.55,7.04,2.33,0.0,139.85,840.0,84.66,9.49
12.94130146,2.14,5.22,2.93,0.0,142.1,795.0,89.93,21.678
5.34982412,1.19,1.81,5.9,0.0,595.42,1156.0,80.06,5.37
18.82634264,2.36,6.17,2.58,0.0,23.18,591.0,89.82,63.24
4.76703963,1.22,1.98,5.99,0.0,253.96,1046.0,89.76,6.2
4.37034536,1.39,2.51,5.14,0.0,415.55,1191.0,89.55,11.84
2.03232507,1.99,4.62,3.22,0.0,1302.95,1542.0,89.19,9.353
22.9221266,1.44,2.67,4.91,0.0,84.83,684.0,88.01,20.6
16.10467749,2.12,5.14,2.96,0.0,430.69,1159.0,89.4,10.91
5.766193,2.34,6.08,2.61,0.0,448.1,1159.0,89.92,11.711
12.465988,5.87,29.0,0.788,0.0,160.5,897.0,89.39,19.46
21.587475,2.2,5.48,2.83,0.0,77.14,747.0,89.99,37.8
37.993273,2.6,27.7,8.66,0.0,36.3,618.0,89.97,43.624
56.268,1.75,36.0,36.9,0.0,21.52,543.0,89.97,53.86
7.42693741,1.52,2.92,4.57,0.0,177.84,899.0,88.86,20.19
12.00096042,1.88,4.19,3.47,0.0,37.81,632.0,88.53,19.98
1.91694425,0.79,0.418,4.66,0.0,416.23,1246.0,87.57,9.97
16.301259,1.22,1.98,5.99,0.0,20.51,557.0,86.86,16.04
13.32351601,1.33,2.33,5.44,0.0,132.66,872.0,89.5,25.88
7.01075434,1.82,3.97,3.62,0.0,324.28,1453.0,88.92,24.53
17.2923453,1.45,2.7,4.87,0.0,140.38,809.0,85.04,13.1
94.2887577,2.29,5.86,2.68,0.0,4.18,369.0,89.75,143.4
0.57736958,1.54,2.99,4.5,0.0,1598.66,1757.0,89.56,4.138
86.828989,1.4,2.54,5.09,0.0,0.52,212.0,89.997,134.6
17.232366,2.94,55.3,12.0,0.0,138.81,817.0,89.17,29.07
26.695074,1.48,2.79,4.73,0.0,77.4,706.0,89.83,44.63
9.95661537,2.71,7.8,2.15,0.0,153.93,946.0,83.62,6.8
10.41725184,1.42,2.6,4.99,0.0,117.52,870.0,89.65,19.2466
26.7839183,1.93,4.38,3.35,0.0,14.6,523.0,89.95,45.37
45.1263042,2.6,7.27,2.27,0.0,30.06,604.0,89.39,52.24
11.94014029,2.81,8.3,2.06,0.0,40.12,625.0,89.35,8.2
4.16055856,0.79,0.418,4.66,0.0,265.32,985.0,89.68,12.26
31.0571618,2.14,5.22,2.93,0.0,13.57,480.0,89.72,67.4
84.5733226,2.86,8.55,2.01,0.0,4.04,366.0,89.99,115.1
4.14787559,1.93,4.38,3.35,0.0,1195.2,1389.0,78.14,8.736
5.19104016,2.9,8.75,1.97,0.0,462.91,1183.0,89.3,9.496
3.410493,0.73,0.315,4.45,0.0,198.84,892.0,70.06,2.85
13.821375,1.75,3.71,3.8,0.0,30.72,560.0,86.05,13.14
30.950851,1.11,1.41,5.67,0.0,10.5,428.0,86.47,15.57
4.8663815,1.15,1.6,5.78,0.0,539.13,1121.0,89.38,16.82
18.5525701,2.63,7.41,2.24,0.0,31.46,612.0,87.94,21.7
13.62798432,2.26,5.73,2.73,0.0,29.0,639.0,86.08,34.19
16.8320729,1.75,3.71,3.8,0.0,36.16,690.0,88.9,27.64
3.70428172,1.35,2.39,5.34,0.0,4756.32,1839.0,90.0,8.475
4.35409304,1.44,2.67,4.91,0.0,194.34,1043.0,85.65,14.53
2.93658468,1.44,2.67,4.91,0.0,328.98,1190.0,82.32,12.27
11.32271513,1.36,2.42,5.29,0.0,26.45,554.0,84.06,9.2
13.71220213,2.33,6.04,2.62,0.0,41.47,676.0,88.82,41.96
7.46725407,1.18,1.76,5.89,0.0,271.25,1035.0,87.99,6.62
24.3347127,2.38,6.26,2.55,0.0,98.34,647.0,89.97,28.82
4.164389,2.37,6.21,2.56,0.0,33.18,590.0,87.73,14.89
5.774464,0.74,0.33,4.47,0.0,16.81,529.0,88.94,17.1
2.60754383,1.92,4.35,3.38,0.0,1866.19,1431.0,89.17,14.27
45.0904643,1.84,4.04,3.56,0.0,13.78,487.0,88.01,27.5
15.0540329,1.67,3.43,4.05,0.0,57.58,665.0,86.09,26.32
68.8861915,1.33,2.33,5.44,0.0,21.62,501.0,89.84,76.9
9.99113313,1.55,3.02,4.46,0.0,33.98,660.0,88.16,28.86
3.60084276,1.3,2.24,5.6,0.0,132.39,927.0,88.3,13.16
5.72717226,1.31,2.27,5.55,0.0,71.31,794.0,88.57,19.64
36.2919336,2.32,5.99,2.64,0.0,39.67,694.0,90.0,34.42
12.4127754,1.49,2.83,4.7,0.0,211.55,933.0,87.43,21.3
2.66831376,1.52,2.92,4.57,0.0,546.91,1252.0,87.65,8.39
0.98494017,0.86,0.566,4.89,0.0,2775.0,2335.0,89.33,3.887
0.66308526,1.43,2.63,4.94,0.0,2460.58,1681.0,71.76,4.642
10.495711,1.52,2.92,4.57,0.07,298.09,1009.0,89.46,8.364
21.869741,1.58,3.12,4.35,0.19,112.13,790.0,88.75,13.644
100.283134,2.5,6.8,2.39,0.02,14.71,475.0,89.5,37.66
19.1187753,1.77,3.78,3.75,0.0,171.93,823.0,87.16,12.5
48.4308991,2.26,5.73,2.73,0.0,4.74,396.0,89.11,54.2
8.67900242,1.82,3.97,3.62,0.0,142.54,949.0,89.44,22.95
4.55139967,1.14,1.55,5.75,0.0,144.81,907.0,88.98,13.9
0.96852602,1.18,1.76,5.89,0.0,2367.8,1677.0,65.17,2.24
6.49441289,1.35,2.39,5.34,0.0,58.15,732.0,84.68,9.82
28.474748,2.58,7.18,2.3,0.0,10.31,489.0,88.28,37.8
13.0313945,3.01,9.32,1.88,0.0,86.47,774.0,86.61,23.948
40.9903986,2.03,4.78,3.14,0.0,40.65,627.0,89.94,43.31
37.3331536,1.63,3.29,4.17,0.0,69.0,657.0,87.64,39.603
14.435889,1.4,2.54,5.09,0.47,159.16,884.0,88.65,18.0
29.393195,2.66,7.56,2.21,0.03,61.69,698.0,88.95,32.19
48.630408,2.64,7.46,2.23,0.03,31.52,590.0,89.96,53.48
6.03356196,3.32,11.0,1.65,0.0,1217.39,1598.0,85.42,4.387
3.0255955,1.48,2.79,4.73,0.0,975.18,1484.0,79.13,7.8
51.1309704,2.37,6.21,2.56,0.0,34.43,542.0,88.77,24.1
28.625653,2.49,6.76,2.41,0.0,14.88,573.0,89.98,49.16
6.98152703,1.42,2.6,4.99,0.0,975.81,1384.0,83.27,8.981
3.65691115,1.48,2.79,4.73,0.0,822.48,1368.0,89.07,13.35
12.5720095,1.19,1.81,5.9,0.0,139.77,886.0,89.27,13.8
40.8365012,1.6,3.19,4.28,0.0,12.11,496.0,89.65,59.6
3.23941344,1.01,1.01,5.39,0.0,1314.67,1213.0,87.54,4.05
23.4774101,1.75,3.71,3.8,0.0,190.85,738.0,89.97,26.93
15.09,1.43,0.77,1.46,0.0,227.4,968.0,89.96,27.592
22.804,1.34,0.9,2.07,0.0,130.98,843.0,89.53,35.24
66.5579057,1.87,4.16,3.5,0.0,35.29,757.0,89.69,47.37
3.11602791,1.64,3.33,4.15,0.0,375.55,1123.0,89.17,13.389
2.13194651,1.55,3.02,4.46,0.0,672.53,1418.0,88.66,8.33
12.9460978,1.91,4.31,3.4,0.0,80.34,764.0,89.4,10.416
0.66407381,1.21,1.92,5.96,0.0,2190.08,1703.0,82.63,4.702
14.7967458,0.97,0.871,5.24,0.0,181.59,874.0,89.48,19.95
11.25402929,2.15,5.27,2.91,0.0,151.77,888.0,87.68,18.74
11.47685909,1.54,2.99,4.5,0.0,78.16,796.0,89.87,32.19
2.76122421,1.12,1.46,5.71,0.0,3906.36,2017.0,87.58,2.56
7.99019627,1.52,2.92,4.57,0.0,223.44,1113.0,89.67,6.7
15.79186,2.37,6.21,2.56,0.01,158.31,910.0,89.89,16.794
82.20017,2.55,7.04,2.33,0.2,17.55,525.0,90.0,59.91
4.69500134,1.42,2.6,4.99,0.0,443.22,1098.0,89.0,12.23
8.63043276,1.66,3.39,4.07,0.0,62.82,739.0,88.03,15.3
3.27646405,1.82,3.97,3.62,0.0,521.1,1195.0,90.0,11.479
5.57654784,0.97,0.871,5.24,0.0,929.12,1183.0,87.54,10.47
115.6862258,3.19,10.3,1.74,0.0,12.36,401.0,89.93,190.6
3.81371974,1.55,3.02,4.46,0.0,279.94,1029.0,88.78,14.77
8.3839865,0.91,0.693,5.05,0.0,399.01,1285.0,81.36,12.956
1.68189002,0.97,0.871,5.24,0.0,2760.59,1790.0,84.06,4.338
7.12811928,1.31,2.27,5.55,0.0,1003.03,1373.0,88.82,9.705
19.9400874,2.98,9.17,1.9,0.0,45.15,588.0,87.53,20.0
8.457458,1.02,1.04,5.39,0.15,221.73,982.0,88.36,16.3
27.50868,2.9,8.75,1.97,0.0,46.01,683.0,89.34,32.6
87.517905,1.64,3.33,4.15,0.8,9.83,451.0,89.16,77.2
22.2419092,1.37,2.45,5.24,0.0,149.41,954.0,85.08,23.49
9.08237046,1.4,2.54,5.09,0.0,76.14,734.0,89.56,34.8
8.83922659,1.43,2.63,4.94,0.0,58.34,778.0,86.88,37.88
7.56127224,1.42,2.6,4.99,0.0,182.38,891.0,89.27,20.0
16.1288853,2.29,5.86,2.68,0.0,61.87,715.0,81.65,11.3
13.5630972,1.88,4.19,3.47,0.0,103.51,733.0,87.13,18.62
16.29595382,1.91,4.31,3.4,0.0,52.15,678.0,89.79,59.32
18.01621096,2.47,6.66,2.43,0.0,41.19,768.0,89.96,34.97
2.10433812,0.52,0.0933,3.65,0.0,58.11,662.0,83.39,14.78
28.8432647,2.37,6.21,2.56,0.0,13.77,491.0,88.43,33.3
16.092,2.41,16.13,6.0,0.0,66.12,718.0,89.14,43.51
25.5169,0.84,8.25,77.7,0.0,35.74,615.0,89.53,33.9
0.67933627,1.44,2.67,4.91,0.0,2830.91,1883.0,87.19,4.48
11.1726994,1.24,2.07,5.97,0.0,296.92,1019.0,87.64,14.283
2.53573424,1.22,1.98,5.99,0.0,2144.55,1671.0,89.37,4.9207
5.44832529,2.1,5.06,3.0,0.0,219.12,978.0,87.71,19.02
3.83309118,1.76,3.75,3.78,0.0,227.2,1012.0,83.58,8.8
5.42474928,5.11,22.9,0.943,0.0,36.05,625.0,89.98,39.29
0.84338011,1.38,2.48,5.19,0.0,897.9,1541.0,78.23,4.545
87.9732136,3.54,12.3,1.52,0.0,10.71,446.0,89.98,47.14
0.56887443,1.56,3.05,4.41,0.0,2413.26,1796.0,89.23,3.6864
213.257663,3.11,9.85,1.8,0.0,0.49,202.0,89.99,218.0
2.88676265,1.34,2.36,5.39,0.33,38.45,557.0,84.91,25.3
6.178196,1.21,1.92,5.96,0.0,292.35,1082.0,85.28,8.4
6.414914,1.28,2.18,5.71,0.0,278.29,1069.0,83.44,8.6
18.010199,1.55,3.02,4.46,0.0,70.21,758.0,85.52,17.2
110.2869374,1.18,1.76,5.89,0.0,6.27,414.0,89.73,190.3
0.86838653,1.7,3.53,3.95,0.0,672.11,1389.0,88.78,6.319
11.12830484,4.92,21.5,0.992,0.0,13.55,408.0,88.83,23.2
2.22649109,2.4,6.35,2.52,0.0,115.91,697.0,89.73,10.304
0.96286738,1.61,3.22,4.24,0.0,2651.42,1666.0,76.66,4.4
0.92990668,1.52,2.92,4.57,0.0,5067.6,2291.0,88.59,4.136
4.11584468,1.51,2.89,4.61,0.0,98.41,895.0,86.52,23.06
33.8786838,2.86,8.55,2.01,0.0,18.15,564.0,87.23,19.1
42.3514267,4.18,16.3,1.23,0.0,47.84,938.0,88.84,43.3
14.88801098,1.8,3.89,3.67,0.0,112.85,831.0,86.85,14.47
4.52158888,0.98,0.904,5.28,0.0,545.67,1214.0,88.82,9.98
9.33646594,2.17,5.35,2.88,0.0,26.64,577.0,86.38,14.26
8.129976,1.76,3.75,3.78,0.0,408.58,1041.0,86.24,9.05
31.517586,2.84,8.45,2.03,0.0,67.16,663.0,88.8,22.3
10.10769068,1.65,3.36,4.11,0.0,322.4,879.0,89.57,20.27
0.78916165,1.05,1.16,5.51,0.0,547.29,1244.0,86.5,6.662
11.87456832,1.37,2.45,5.24,0.0,77.56,728.0,89.41,46.12
109.6471842,2.81,8.3,2.06,0.0,3.3,428.0,89.45,137.76
15.64591713,2.29,5.86,2.68,0.0,78.36,710.0,89.94,30.84
6.26406846,1.45,2.7,4.87,0.0,80.74,809.0,89.33,19.82
23.198681,1.98,4.58,3.24,0.0,103.72,793.0,89.0,18.476
5.77721211,1.71,3.57,3.92,0.0,662.71,1260.0,87.0,7.3
24.4002549,2.41,6.39,2.51,0.0,9.18,437.0,88.3,30.3
0.93511806,0.92,0.721,5.09,0.0,4712.11,2124.0,86.81,4.362
1.34155513,0.71,0.285,4.38,0.0,3094.82,1642.0,87.56,6.085
5.317429,2.0,4.66,3.2,0.0,301.37,1105.0,85.86,6.61
10.105785,1.26,2.13,5.85,0.0,128.09,892.0,87.87,10.13
0.66502692,1.55,3.02,4.46,0.0,4793.0,2174.0,80.48,3.009
132.9968322,2.99,9.22,1.9,0.0,1.14,241.0,89.61,95.7
2.21571036,1.66,3.39,4.07,0.0,559.27,1283.0,82.3,8.9
3.35183158,1.93,4.38,3.35,0.0,1021.9,1294.0,89.6,13.08
4.7683049,1.84,4.04,3.56,0.0,425.17,1219.0,89.03,11.373
44.6169557,2.36,6.17,2.58,0.0,68.47,693.0,88.99,45.07
3.40165668,1.58,3.12,4.35,0.0,545.58,1236.0,81.42,14.24
14.00947528,1.03,1.08,5.43,0.0,34.32,617.0,89.5,31.74
27.5722742,1.94,4.42,3.33,0.0,49.66,636.0,89.05,33.9
2.12823928,0.7,0.271,4.34,0.0,1862.33,1668.0,88.92,4.975
6.00253,1.81,3.93,3.64,0.0,496.68,1209.0,79.39,11.834
11.448708,1.16,1.65,5.81,0.0,209.97,975.0,85.42,15.4
4.4968604,2.52,6.9,2.37,0.0,27.18,535.0,89.95,20.65
1.76678906,1.73,3.64,3.86,0.0,94.05,730.0,89.64,10.402
0.91614077,0.65,0.208,4.16,0.0,421.96,1212.0,87.78,6.16
1.87788275,0.89,0.64,4.99,0.0,1892.59,1701.0,87.58,6.229
24.7543966,1.8,3.89,3.67,0.0,10.77,491.0,89.01,22.3
76.613377,2.97,9.11,1.91,0.0,18.86,466.0,88.5,28.9
1.28958811,1.46,2.73,4.82,0.0,944.87,1448.0,86.63,6.53
0.63400294,1.53,2.96,4.54,0.0,1966.06,1714.0,85.82,5.25
3.0091324,1.28,2.18,5.71,0.0,449.98,1177.0,89.95,10.461
7.06317341,1.12,1.46,5.71,0.0,98.83,827.0,88.31,11.3
59.4970952,2.83,8.4,2.04,0.0,2.45,369.0,89.71,60.0
11.5789,2.05,19.8,12.6,0.0,257.98,951.0,89.33,22.5
16.399235,1.99,4.62,3.22,0.0,162.04,847.0,89.82,36.73
40.5286413,3.4,11.5,1.61,0.0,82.56,933.0,89.34,29.73
3.57554956,0.86,0.566,4.89,0.0,186.07,1061.0,87.45,10.38
136.205626,2.6,7.27,2.27,0.0,1.01,248.0,89.83,169.7
2.94194094,1.25,2.1,5.91,0.0,191.92,988.0,89.85,11.24
13.32196237,2.15,5.27,2.91,0.0,672.06,1299.0,85.72,10.51
7.69993485,0.92,0.721,5.09,0.0,456.25,969.0,89.92,13.38
4.77468005,0.8,0.437,4.69,0.0,864.04,1137.0,89.82,9.667
2.16457097,1.43,2.63,4.94,0.0,134.98,783.0,88.44,12.17
1.57409027,0.92,0.721,5.09,0.0,225.23,998.0,89.48,7.6
0.67564949,1.65,3.36,4.11,0.0,4849.26,2085.0,89.41,2.923
25.873148,2.69,7.7,2.17,0.0,37.16,667.0,89.71,39.08
8.436387,1.47,2.76,4.77,0.0,86.33,742.0,88.33,13.6
18.735753,1.88,4.19,3.47,0.0,29.77,568.0,88.55,33.0
20.2641684,1.84,4.04,3.56,0.0,132.59,770.0,86.42,36.46
7.44142113,1.27,2.15,5.77,0.0,503.72,1075.0,82.53,12.12
3.4462039,0.73,0.315,4.45,0.0,414.76,1015.0,85.56,13.05
2.00541269,0.64,0.196,4.11,0.0,853.27,1216.0,77.66,8.43
1.31155557,1.27,2.15,5.77,0.0,2176.36,1655.0,87.6,5.189
1.29123275,1.16,1.65,5.81,0.0,10436.6,1887.0,87.84,5.04
10.65276707,2.29,5.86,2.68,0.0,59.79,737.0,89.91,30.78
3.3004192,1.74,3.68,3.84,0.0,2948.36,1543.0,89.92,5.732
5.30880656,1.05,1.16,5.51,0.0,278.9,1042.0,89.26,13.579
0.74092842,1.25,2.1,5.91,0.0,2909.21,1873.0,87.91,5.561
11.95398936,2.2,5.48,2.83,0.0,14.87,525.0,88.26,28.9
0.88184115,1.3,2.24,5.6,0.0,1600.05,1564.0,84.47,5.221
10.3126,0.522,0.066,2.6,0.006,6.81,443.0,88.45,28.0
13.7813,1.197,1.97,6.2,0.011,4.63,402.0,88.81,34.0
23.0881,1.212,0.64,2.1,0.027,2.32,338.0,88.952,48.0
10.3108245,1.43,2.63,4.94,0.0,90.1,786.0,89.47,14.1
25.3842686,2.25,5.69,2.74,0.0,29.7,649.0,89.74,53.84
16.3583055,1.88,4.19,3.47,0.0,198.47,959.0,81.83,12.77
13.9093583,1.41,2.57,5.04,0.0,231.4,928.0,89.52,15.715
15.36262753,1.94,4.42,3.33,0.0,32.23,608.0,89.54,31.05
2.88879862,0.85,0.543,4.86,0.0,1591.48,1423.0,88.09,7.4
6.73972381,1.24,2.07,5.97,0.0,196.53,1011.0,85.98,12.6
2.27952666,0.93,0.749,5.12,0.0,300.31,1123.0,89.83,10.87
12.2854603,2.59,7.22,2.28,0.0,17.67,434.0,89.46,32.11
5.53608151,2.26,5.73,2.73,0.0,51.04,566.0,86.33,19.8
20.9568158,2.86,8.55,2.01,0.0,8.66,363.0,89.86,47.33
