pl_orbper,pl_rade,pl_bmasse,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_ratdor
22.18432708,3.09,9.75,1.82,0.0,18.74,546.0,89.97,57.72
3.75083228,4.63,19.4,1.07,0.0,389.4,1129.0,90.0,15.393
4.24374723,3.64,12.9,1.47,0.0,301.46,1063.0,89.82,9.9808
18.42794624,2.15,5.27,2.91,0.0,16.88,526.0,88.81,48.25
16.54297375,2.25,5.69,2.74,0.0,26.14,611.0,89.41,32.7
11.02347475,2.26,5.73,2.73,0.0,8.37,429.0,89.03,61.27
34.18890521,3.16,10.1,1.76,0.0,19.31,526.0,89.93,50.37
5.7293196,2.19,5994.02,,0.0,124.35,850.0,88.9,16.83
11.6092567,1.55,2208.83,,0.0,48.57,671.0,89.96,8.18
4.301662,2.45,6.57,2.45,0.0,214.04,1009.0,87.69,16.036
4.79859939,2.64,7.46,2.23,0.0,219.04,978.0,86.64,11.97
17.20523483,2.58,7.18,2.3,0.0,26.89,553.0,89.98,36.887
22.18329658,2.79,8.2,2.07,0.0,46.44,646.0,89.96,34.333
7.65880414,2.39,6.3,2.54,0.0,120.47,858.0,89.95,19.687
9.37891944,2.39,6.3,2.54,0.0,141.99,803.0,87.68,14.6
29.91136794,3.27,10.7,1.68,0.0,16.82,541.0,89.93,35.31
25.69578251,2.55,7.04,2.33,0.0,5.69,314.0,88.97,44.7
1.6168837,2.0,4.66,3.2,0.0,496.9,1774.0,78.6,4.33
9.66857723,2.0,4.66,3.2,0.0,60.61,730.0,87.59,31.07
10.2184954,2.78,441.77,,0.0,112.99,920.0,88.76,6.69
15.5741568,2.86,696.02,,0.0,64.39,799.0,83.89,8.89
40.101371,2.94,8.96,1.94,0.0,18.24,583.0,88.44,23.0
8.22241966,2.57,7.13,2.31,0.0,24.06,558.0,89.39,23.28
40.6069821,2.63,7.41,2.24,0.0,12.39,521.0,89.41,55.52
18.49235668,3.68,13.1,1.44,0.0,25.06,603.0,89.95,41.7
6.5100253,2.28,5.82,2.7,0.0,178.7,1017.0,89.91,15.367
35.1810304,4.21,16.5,1.22,0.0,76.34,664.0,88.18,22.9
2.75235975,2.83,8.4,2.04,0.0,489.15,1178.0,87.36,6.6
2.10472218,2.79,8.2,2.07,0.0,705.05,1365.0,89.99,9.407
10.94027841,2.23,5.6,2.77,0.0,70.97,764.0,88.85,32.5
4.22162536,2.63,7.41,2.24,0.0,718.08,1176.0,82.12,11.41453
16.54964934,2.27,5.77,2.71,0.0,32.14,656.0,86.74,32.35
11.8681707,1.1,651.52,,0.0,187.51,864.0,86.93,8.6
17.9801235,1.98,435.41,,0.0,107.74,752.0,88.06,11.3
5.85296257,4.02,15.2,1.29,0.0,782.41,1056.0,88.11,10.1
81.1694299,3.39,11.4,1.61,0.0,5.62,436.0,88.79,41.3
2.82019241,2.39,6.3,2.54,0.0,935.83,1367.0,84.91,7.75
21.21708973,2.87,8.6,2.0,0.0,61.02,706.0,86.39,16.9
13.64618192,2.18,5.39,2.86,0.0,59.4,678.0,89.79,31.57
25.3029092,3.708,17.4,1.88,0.0,17.38,535.0,89.95,44.73
12.38602,1.009,3.3,17.7,0.0,50.23,679.0,89.01,27.783
21.30022655,3.46,11.8,1.57,0.0,82.3,725.0,89.89,40.659
13.02365861,2.37,6.21,2.56,0.0,76.38,743.0,89.93,25.592
3.70175428,1.5,2.86,4.66,0.0,265.41,1050.0,84.83,11.21
86.4945,3.024,9.4,1.87,0.0,4.29,367.0,89.33,91.6
15.65562652,2.84,8.45,2.03,0.0,24.47,623.0,89.42,29.89
3.2346996,14.617,212.31044,0.4,0.0,792.22,1460.0,88.93,7.503
7.1334,1.71,4.19,4.62,0.0,318.0,1102.0,86.52,6.31
8.9187,1.9,3.85,3.06,0.0,236.0,1023.0,87.32,7.32
11.8981,1.99,4.16,2.91,0.0,161.0,929.0,87.21,8.87
23.67517607,2.9,8.75,1.97,0.0,20.18,528.0,88.06,22.3
5.37886844,1.9,4.27,3.42,0.0,110.62,833.0,85.81,11.7
15.28469497,2.09,5.02,3.02,0.0,128.78,852.0,86.51,12.2
21.05358596,2.65,7.51,2.22,0.0,119.99,731.0,89.98,22.92
127.9075774,6.5,34.5,0.69,0.0,10.82,401.0,89.58,34.3
6.2171292,1.32,2.3,5.5,0.0,610.28,1098.0,88.14,4.57
25.85501786,2.59,7.22,2.28,0.0,46.98,637.0,89.7,51.47
3.38353807,1.44,2.67,4.91,0.0,316.72,1133.0,87.54,18.211
2.35895152,0.86,0.566,4.89,0.0,513.03,1278.0,87.91,11.11
24.31575992,3.31,11.0,1.67,0.0,71.84,683.0,88.94,35.5
0.6381632,0.87,0.59,4.92,0.0,2302.61,1874.0,88.69,4.024
6.41251504,3.64,12.9,1.47,0.0,270.16,1069.0,86.11,7.18
6.52121067,3.35,11.2,1.64,0.0,258.06,932.0,88.14,8.1
59.87756,2.15,5.27,2.91,0.25,1.69,273.0,89.8,90.6
6.99692655,4.19,16.3,1.22,0.0,139.07,888.0,89.94,20.1734
151.86392,3.3,10.9,1.67,0.0,2.3,318.0,89.99,138.6
2.4370333,1.65,3.36,4.11,0.0,1825.3,1513.0,89.87,5.928
3.72215641,2.84,8.45,2.03,0.0,997.09,1046.0,86.76,11.42
15.77979614,2.29,5.86,2.68,0.0,66.27,713.0,89.95,30.49
14.03491514,2.39,6.3,2.54,0.0,37.2,641.0,88.37,15.9
10.35584657,1.74,3.68,3.84,0.0,19.18,620.0,89.64,28.3
9.99761851,2.43,6.48,2.48,0.0,129.18,860.0,86.18,23.47
90.4113556,3.41,11.5,1.59,0.0,6.86,413.0,89.16,107.2
1.68269615,1.32,2.3,5.5,0.0,100.3,750.0,89.85,9.507
3.59576964,2.6,7.27,2.27,0.0,677.57,1296.0,86.34,3.71
5.4042722,3.16,10.1,1.76,0.0,224.15,1073.0,89.2,16.907
1.20846503,1.69,3.5,3.98,0.0,1652.91,1767.0,76.66,6.227
5.714932,1.31,9.0,,0.0,80.33,750.0,89.2,18.7
12.4417,0.54,4.0,,0.0,28.49,578.0,89.7,31.4
18.16406,1.95,14.0,,0.0,17.21,510.0,89.7,40.4
122.3874,1.61,36.0,,0.0,1.35,270.0,89.98,144.0
267.291,1.41,35.0,,0.0,0.48,208.0,89.9,243.0
12.91375431,3.32,11.0,1.65,0.0,219.05,849.0,85.45,8.0
2.62811375,2.3,5.9,2.66,0.0,69.56,737.0,86.15,9.0
14.28226676,2.13,5.18,2.95,0.0,12.49,446.0,89.97,42.18
9.07097734,3.01,9.32,1.88,0.0,77.1,825.0,89.97,26.509
14.58649607,2.31,5.95,2.65,0.0,130.76,852.0,88.22,21.39
7.75192492,1.99,4.62,3.22,0.0,407.83,852.0,87.83,16.69
4.1653651,1.05,1.16,5.51,0.0,932.13,1048.0,87.83,9.75
14.48585199,2.29,5.86,2.68,0.0,69.8,784.0,86.48,41.5749
40.6994443,3.73,13.4,1.42,0.0,39.3,685.0,88.02,22.5
15.4580567,8.4,53.2,0.493,0.0,262.6,871.0,89.8,11.273
7.2385854,1.38,2.48,5.19,0.0,103.15,816.0,89.53,17.98
9.4341505,6.11,120.0,3.0,0.45,100.37,791.0,87.806,19.12
161.4743937,3.18,10.2,1.74,0.0,5.57,343.0,89.48,57.7
17.97979059,2.9,8.75,1.97,0.0,94.14,828.0,89.84,24.926
30.99660733,2.21,5.52,2.81,0.0,14.72,500.0,89.14,53.0
8.50340718,1.63,3.29,4.17,0.0,257.22,1021.0,86.36,7.42
5.16950177,1.89,4.23,3.44,0.0,808.84,1309.0,88.44,8.65
23.44971004,2.64,7.46,2.23,0.0,193.93,802.0,89.46,21.042
16.08066115,4.45,18.1,1.13,0.0,67.51,614.0,89.93,44.928
23.20584623,4.75,20.2,1.04,0.0,63.8,1002.0,89.92,41.61
6.07972888,1.83,4.01,3.6,0.0,872.57,1111.0,85.43,4.3
10.21420496,2.38,6.26,2.55,0.0,295.83,957.0,89.93,13.63
22.24813967,2.56,7.08,2.32,0.0,35.06,609.0,87.79,22.5
9.48961571,1.85,4.08,3.54,0.0,311.79,926.0,86.44,18.44
4.41745855,2.9,8.75,1.97,0.0,719.37,1810.0,89.58,11.474
16.33889626,10.16,321.0083,1.68,0.37,211.71,963.0,88.91,13.77
3.1739171,3.15,10.1,1.78,0.0,2381.77,1655.0,78.65,7.03991
3.27582262,2.1,5.06,3.0,0.0,1364.76,1730.0,82.54,8.492
15.87364565,1.99,4.62,3.22,0.0,38.23,632.0,89.3,32.3
16.2254649,1.17,1.71,5.87,0.0,162.79,788.0,89.16,12.85
29.6663,4.001,15.1,1.3,0.0,37.22,644.0,89.96,27.582
17.4211749,3.22,10.5,1.73,0.0,47.34,674.0,88.24,18.4
29.90722674,2.26,5.73,2.73,0.0,25.15,564.0,89.97,48.25
2.15491,1.42,2.4,4.4,0.028,2316.09,1740.0,92.2,10.526
5.859944,2.58,5.4,1.64,0.02,609.99,1246.0,92.33,10.309
8.13123,1.52,4.14,5.7,0.014,394.55,1117.0,92.35,12.821
258.8,13.9,260.0,0.532,0.283,,,127.0,
3.03214559,2.96,9.06,1.92,0.0,1218.88,1507.0,76.77,3.49
21.38521506,2.37,6.21,2.56,0.0,27.22,574.0,89.16,35.36
4.18200253,2.49,6.76,2.41,0.0,211.88,974.0,89.94,14.781
14.70748976,1.95,4.46,3.31,0.0,90.38,819.0,89.8,35.9
0.90037648,0.78,0.399,4.62,0.0,3743.28,2078.0,89.04,4.76
13.72465129,2.07,4.94,3.06,0.0,229.31,831.0,85.87,10.51
46.4063358,2.71,7.8,2.15,0.0,28.77,588.0,89.98,51.44
1.26025909,3.12,9.91,1.79,0.0,924.37,1569.0,77.17,5.4
24.54350418,3.52,12.2,1.54,0.0,34.07,616.0,89.91,26.641
1.28707676,1.63,3.29,4.17,0.0,223.75,871.0,89.98,6.766
17.671796,2.5,6.8,2.39,0.0,21.31,513.0,87.81,22.6
17.815815,2.8,8.25,2.07,0.0,62.84,699.0,87.08,30.3
9.27358194,2.57,7.13,2.31,0.0,44.09,649.0,88.93,21.6
6.02930132,3.07,9.64,1.83,0.0,45.53,678.0,89.5,29.31
21.67697486,2.18,5.39,2.86,0.0,23.82,530.0,87.91,54.39
4.99678284,2.6,7.27,2.27,0.0,167.98,917.0,86.9,17.95
2.52559332,2.66,7.56,2.21,0.0,652.43,1406.0,85.41,12.25
16.01310205,2.6,7.27,2.27,0.0,20.72,593.0,88.14,40.49
4.49876092,2.4,6.35,2.52,0.0,575.64,1133.0,88.0,9.168
41.43962808,4.73,20.1,1.04,0.0,71.82,516.0,89.31,27.9
8.35390639,2.7,7.75,2.16,0.0,77.62,790.0,89.95,29.18
4.12554687,4.83,20.8,1.01,0.0,826.76,1243.0,85.95,7.8
15.7259,2.94,8.96,1.94,0.0,34.2,602.0,89.78,32.4
2.81650485,13.18,,,0.0,528.22,1219.0,89.37,9.65552
4.28095859,2.69,7.7,2.17,0.0,331.44,1012.0,87.72,11.09
38.3774623,2.5,6.8,2.39,0.0,16.36,529.0,89.44,53.49
3.72873109,6.54,34.8,0.684,0.0,253.46,1023.0,86.7,9.7
2.24338185,1.69,3.5,3.98,0.0,146.51,822.0,82.88,17.09
2.33743801,2.44,6.53,2.47,0.0,308.55,1070.0,88.19,8.86
11.59822172,3.04,9.48,1.85,0.0,8.24,396.0,88.62,23.4
6.57531678,5.38,25.0,0.882,0.0,683.27,1015.0,88.03,12.325
7.27503724,5.14,23.1,0.935,0.0,113.64,833.0,85.29,6.4
12.39358604,3.01,9.32,1.88,0.0,56.0,677.0,86.13,13.07
5.3988,2.354,7.65,2.6,0.0,439.92,1280.0,87.6,12.2232
9.6051,0.92,2.04,28.0,0.0,204.48,941.0,86.93,15.68
634.6,13.9,267.0,0.546,0.112,,,,
3.68992629,2.42,6.44,2.5,0.0,706.62,1147.0,89.19,10.879
26.39435646,3.08,9.69,1.82,0.0,14.15,489.0,89.28,59.66
12.61190667,7.37,42.6,0.585,0.0,306.1,753.0,88.17,16.8
2.53918318,1.97,4.54,3.26,0.0,702.28,1332.0,88.28,8.315
6.77030201,3.36,11.2,1.62,0.0,102.87,812.0,86.84,24.65
1.6255222,10.58,78.8,0.366,0.0,1137.12,1579.0,89.22,5.6742
1.59474546,12.15,,,0.0,2132.9,1539.0,85.25,6.203
20.50586978,3.52,12.2,1.54,0.0,15.65,518.0,89.62,39.05
3.89593684,9.76,68.7,0.406,0.0,458.91,1005.0,87.56,12.3
22.36656079,2.89,8.7,1.98,0.0,35.34,536.0,89.26,34.05
13.722341,2.24,5.65,2.76,0.16,123.52,779.0,89.62,21.8
242.4613,1.71,3.57,3.92,0.14,2.69,299.0,89.85,148.0
7.74809437,5.95,29.6,0.772,0.0,225.7,964.0,88.02,15.0
8.114379,2.09,5.02,3.02,0.0,12.99,460.0,88.61,28.45
21.81293494,3.11,9.85,1.8,0.0,28.5,639.0,89.92,39.183
15.37563332,10.18,73.8,0.384,0.0,31.64,600.0,88.73,31.24
6.36584161,2.8,8.25,2.07,0.0,206.44,914.0,87.92,14.46
3.04033042,9.21,62.3,0.438,0.0,499.06,1021.0,85.95,10.41
4.19042557,6.14,31.3,0.743,0.0,607.52,1234.0,87.52,11.629
3.70987065,4.13,16.0,1.25,0.0,472.24,1151.0,89.86,9.6255
16.32976218,3.68,13.1,1.44,0.0,172.56,727.0,86.59,17.5
27.80756293,14.11,,,0.0,22.24,554.0,88.96,43.26
4.8854892,18.181,140.16303,0.14,0.0,1375.11,1630.0,85.161,6.637
80.8720639,5.99,30.0,0.767,0.0,12.07,452.0,89.4,45.9
10.35533177,2.84,8.45,2.03,0.0,75.62,777.0,89.93,25.51
10.52629406,9.17,61.8,0.44,0.0,88.91,713.0,88.69,28.26
4.58352176,8.2,51.1,0.509,0.0,373.11,1038.0,89.81,13.6681
3.76182115,2.61,7.32,2.26,0.0,514.12,1121.0,75.62,3.73
56.0560538,2.11,5.1,2.98,0.0,0.73,265.0,89.99,97.3
41.40831347,13.17,,,0.0,15.01,453.0,89.68,67.69
2.23749275,1.33,2.33,5.44,0.0,336.67,1160.0,89.23,9.527
3.16789194,2.93,8.91,1.95,0.0,684.76,1221.0,89.87,11.389
16.08524954,2.92,8.85,1.95,0.0,28.22,613.0,87.21,35.5
4.34728553,1.88,4.19,3.47,0.0,710.87,1174.0,89.91,16.107
23.58914398,3.41,11.5,1.59,0.0,15.57,487.0,86.86,18.7
21.02247699,3.41,11.5,1.59,0.0,15.8,521.0,89.95,40.546
226.89047,4.85,21.0,1.01,0.0,0.66,236.0,89.76,131.0
7.411141,2.48,6.71,2.42,0.0,228.28,905.0,87.54,23.32
8.09888799,9.67,67.6,0.411,0.0,484.01,986.0,89.93,15.8326
10.00652995,3.75,13.5,1.41,0.0,181.41,876.0,83.94,10.3
10.37168453,2.9,8.75,1.97,0.0,42.49,720.0,88.66,23.47
3.96999,1.393,2.52,5.12,0.0,229.37,992.0,86.81,14.3
4.40840023,2.42,6.44,2.5,0.0,398.0,1139.0,74.9,3.45
2.0523499,16.56,41600.0,50.3,0.0,1324.2,1497.0,86.76,7.875
5.00731778,8.52,54.5,0.484,0.0,234.28,998.0,87.87,9.68
4.70832654,8.41,53.4,0.493,0.0,384.56,1162.0,89.71,12.2979
5.39202539,2.64,7.46,2.23,0.0,138.75,850.0,88.67,13.78
4.09357325,2.63,7.41,2.24,0.0,414.6,1182.0,79.95,13.84
105.144749,2.82,8.35,2.05,0.0,5.48,401.0,88.39,34.3
4.08227507,12.19,,,0.0,251.48,1016.0,89.51,10.85161
3.31494634,3.29,10.8,1.67,0.0,339.4,1155.0,85.11,15.3685
39.64317811,10.63,79.4,0.363,0.0,10.97,472.0,89.93,52.243
21.80451088,3.26,10.7,1.7,0.0,25.3,543.0,88.76,36.5
5.15448442,2.53,6.94,2.35,0.0,176.69,964.0,80.1,5.43
5.74347727,3.34,11.1,1.64,0.0,484.51,982.0,90.0,13.1435
3.16635371,3.58,12.5,1.5,0.0,1089.55,1273.0,89.76,7.5775
6.49168281,12.33,,,0.0,418.8,1219.0,86.96,10.6
2.85188338,1.569,3.09,4.39,0.0,903.77,1607.0,83.81,6.1
3.85560355,13.88,,,0.0,456.7,1212.0,87.96,10.3006
9.46781405,2.18,5.39,2.86,0.0,8.56,407.0,89.85,30.87
0.89304124,1.27,2.15,5.77,0.0,199.85,893.0,89.92,6.357
20.83424726,2.82,8.35,2.05,0.0,24.51,595.0,89.63,39.2
6.10485286,3.56,12.4,1.51,0.0,89.25,784.0,89.78,10.4068
11.51516988,2.95,9.01,1.93,0.0,32.68,657.0,89.59,43.79
3.60147201,2.93,8.91,1.95,0.0,233.03,996.0,89.9,12.403
28.59915399,1.96,4.5,3.28,0.0,2.3,298.0,89.99,61.92
24.58721573,2.5,6.8,2.39,0.0,27.64,530.0,89.02,49.67
12.53248465,3.32,11.0,1.65,0.0,115.96,775.0,87.96,25.2
7.340711,10.76,200.22,0.88,0.0,337.68,1078.0,87.46,15.47
3.58410122,4.57,18.9,1.09,0.0,432.87,1131.0,89.76,10.4957
7.03902374,2.97,9.11,1.91,0.0,461.99,1051.0,89.94,14.225
8.36086824,3.24,10.6,1.71,0.0,38.1,690.0,88.69,22.93
3.17926292,1.21,1.92,5.96,0.0,397.25,1101.0,89.59,23.67
12.06222443,1.62,3.26,4.21,0.0,62.95,750.0,89.47,42.2
9.93143556,2.16,5.31,2.9,0.0,286.03,931.0,89.84,13.607
3.48159251,1.11,1.41,5.67,0.0,421.61,1156.0,89.71,14.843
35.61760587,5.27,24.1,0.905,0.0,10.19,456.0,89.98,34.137
7.40742793,2.52,6.9,2.37,0.0,439.78,938.0,89.89,16.137
17.31716585,3.1,9.8,1.81,0.0,24.63,454.0,88.8,38.3
8.8849116,11.77,3209.9,11.0,0.57,106.48,767.0,89.12,19.77
9.42887179,3.07,9.64,1.83,0.0,255.74,1163.0,89.96,16.709
4.08899022,1.62,3.26,4.21,0.0,778.59,1537.0,87.39,8.84
17.44490636,2.46,6.62,2.44,0.0,39.01,679.0,86.98,32.38
18.82747265,2.81,8.3,2.06,0.0,45.28,632.0,89.96,31.72
5.74772501,1.91,4.31,3.4,0.0,41.67,641.0,88.33,12.6
14.5596237,2.01,4.7,3.18,0.0,216.47,758.0,89.93,20.086
1.26909037,1.76,3.75,3.78,0.0,889.89,1331.0,86.18,3.01
2.85313364,1.26,2.13,5.85,0.0,302.57,1016.0,86.37,9.1
1.22486632,1.12,1.46,5.71,0.0,2174.33,1741.0,86.94,5.562
1.02267882,1.36,2.42,5.29,0.0,3345.45,1734.0,89.81,5.785
12.1097104,2.48,6.71,2.42,0.0,349.19,1005.0,81.62,15.3
4.75793986,1.69,3.5,3.98,0.0,1211.82,1372.0,84.31,8.2
20.4966197,2.12,5.14,2.96,0.0,173.17,843.0,80.73,24.8713
8.1934719,1.53,2.96,4.54,0.0,588.4,1144.0,83.51,11.8
41.805985,2.27,5.77,2.71,0.0,19.02,533.0,89.97,53.71
1.5449298,15.244,638.8383,1.1,0.0,3583.67,2140.0,77.55,4.464
8.70419416,3.06,9.59,1.84,0.0,84.41,748.0,88.6,20.4
2.46697439,1.48,2.79,4.73,0.0,453.65,1139.0,86.61,11.97
10.12804789,2.03,4.78,3.14,0.0,95.45,767.0,87.16,23.39
3.7705521,12.68,,,0.0,1065.73,1302.0,89.64,8.3644
1.19655156,1.22,1.98,5.99,0.0,974.09,1414.0,87.27,7.6
7.33683936,1.64,3.33,4.15,0.0,160.46,875.0,89.93,16.22
27.6655226,2.43,6.48,2.48,0.0,48.95,641.0,89.99,32.9
6.10027804,3.39,11.4,1.61,0.0,227.15,990.0,89.92,5.81
161.5280101,6.64,35.7,0.67,0.0,9.37,366.0,90.0,356.7
11.3910025,1.79,3.86,3.7,0.0,40.59,618.0,88.44,10.8
7.42608998,2.92,8.85,1.95,0.0,241.13,1037.0,89.65,15.83
15.9870174,1.79,3.86,3.7,0.0,86.76,803.0,88.79,18.8
3.57878087,10.761,136.661,0.603,0.0,432.87,1440.0,88.0,9.764
18.92540274,2.3,5.9,2.66,0.0,27.74,1171.0,88.0,39.48
1.47532231,1.2,1.87,5.95,0.0,833.59,2740.0,88.41,4.913
4.15244722,1.4,2.54,5.09,0.0,209.75,1941.0,86.24,12.366
8.73485836,1.82,3.97,3.62,0.0,339.3,890.0,88.75,14.62
12.99207337,1.82,3.97,3.62,0.0,264.58,866.0,89.69,16.683
3.74910006,1.43,2.63,4.94,0.0,490.71,1160.0,80.24,15.63
11.0895723,3.17,10.2,1.76,0.0,451.18,1422.0,89.92,8.84
0.97486893,1.19,1.81,5.9,0.0,1496.75,1612.0,88.53,4.664
4.89718784,1.28,2.18,5.71,0.0,135.08,904.0,87.63,20.97
5.72812599,1.47,2.76,4.77,0.0,33.95,569.0,89.42,22.605
3.75574426,1.68,3.46,4.01,0.0,216.57,977.0,89.43,12.67
7.09714223,0.92,0.721,5.09,0.0,15.03,425.0,89.89,26.17
0.35500744,1.121,1.96716,5.26,0.0,,2250.0,79.0,2.66
0.67737516,0.89,0.64,4.99,0.0,4572.56,2099.0,87.38,2.8794
13.2140732,2.89,8.7,1.98,0.0,44.4,629.0,87.44,16.8
158.6853308,3.21,10.4,1.73,0.0,3.99,350.0,89.98,52.8
4.29264638,0.78,0.399,4.62,0.0,229.1,991.0,87.62,9.7
7.05395,2.332,6.04,2.62,0.0,117.33,840.0,86.66,34.22
31.5922646,1.58,3.12,4.35,0.0,194.38,688.0,89.06,19.2
1.97376093,13.02,,,0.0,163.86,753.0,87.9,9.357
53.5293487,2.43,6.48,2.48,0.0,3.66,348.0,89.72,75.21
0.9283105,1.28,2.18,5.71,0.0,493.55,1115.0,88.27,6.0
8.39846269,2.55,7.04,2.33,0.0,357.19,984.0,86.16,8.54
8.63847725,2.12,5.14,2.96,0.0,312.34,1419.0,89.77,12.312
13.4845,3.47,10.9,1.43,0.015,205.4,929.0,88.78,19.26
27.4029,3.72,5.9,0.62,0.03,79.77,734.0,89.48,30.9
52.0902,7.16,6.0,0.09,0.025,33.87,592.0,89.93,47.42
81.0659,3.49,4.1,0.53,0.012,18.78,511.0,89.13,63.68
13.73469807,2.18,5.39,2.86,0.0,38.27,634.0,86.64,45.57
14.5539759,3.05,9.53,1.85,0.0,140.06,939.0,80.57,10.1
11.30119217,1.96,4.5,3.28,0.0,176.03,852.0,89.69,21.65
4.24153639,1.37,2.45,5.24,0.0,617.41,1177.0,88.62,10.7
11.13125132,2.11,5.1,2.98,0.0,299.97,952.0,89.97,20.34
29.6193421,1.68,3.46,4.01,0.0,26.79,580.0,89.94,20.5
6.40087618,1.3,2.24,5.6,0.0,962.26,1109.0,85.17,19.743
27.07237711,2.17,5.35,2.88,0.0,90.1,605.0,89.97,30.33
13.71933369,2.39,6.3,2.54,0.0,141.89,864.0,89.93,19.137
133.4605235,6.88,37.9,0.64,0.0,6.36,433.0,89.84,73.8
3.5224991,15.872,187.5197,0.27,0.0,1444.88,1680.0,83.978,6.854
7.05246,2.67,6.93,1.38,0.0,54.38,547.0,89.34,22.94
9.52355,2.74,6.74,1.22,0.0,36.48,495.0,89.33,31.94
3.07222,1.53,6.75,7.04,0.0,164.62,722.0,88.35,12.8
4.64489,1.6,4.13,3.75,0.0,94.78,629.0,88.79,17.69
0.9867873,1.21,1.92,5.96,0.0,750.96,1054.0,86.5,6.493
14.64558,1.13,1.51,5.75,,,418.0,89.35,45.0
14.13176026,2.85,8.5,2.02,0.0,44.87,675.0,86.95,14.7
11.41928253,2.0,4.66,3.2,0.0,14.44,419.0,89.36,21.83
40.0587473,3.54,12.3,1.52,0.0,13.51,489.0,88.65,22.1
50.28638192,3.79,13.8,1.39,0.0,20.88,543.0,89.98,61.77
14.37457351,1.94,4.42,3.33,0.0,83.43,779.0,89.91,23.352
9.65185017,1.14,1.55,5.75,0.0,141.84,890.0,89.59,17.2
30.8638931,2.89,8.7,1.98,0.0,86.47,743.0,85.76,28.6
8.09219642,1.14,1.55,5.75,0.0,413.6,1089.0,75.28,6.4
117.93108781,10.42,76.8,0.373,0.0,7.45,418.0,89.74,137.6
0.63133235,1.46,2.73,4.82,0.0,726.72,1322.0,76.59,4.447
55.63934,3.01,9.32,1.88,0.0,13.15,478.0,88.74,52.5
5.955,2.42,17.2,6.67,0.0,39.95,635.0,89.0,19.882
12.04,2.37,4.3,1.77,0.0,15.62,502.0,89.51,34.89
20.837846,1.21,1.92,5.96,0.0,7.51,418.0,89.18,26.9
4.59725385,1.93,4.38,3.35,0.0,350.6,1105.0,89.85,12.27
23.58447697,2.7,7.75,2.16,0.0,78.59,730.0,88.28,17.1
10.11716531,3.55,12.3,1.51,0.0,421.92,1163.0,88.95,8.91
19.12947337,2.14,5.22,2.93,0.0,56.04,817.0,87.58,33.6
6.1469851,2.12,5.14,2.96,0.0,935.12,1164.0,89.67,14.33
8.57503552,4.11,15.8,1.25,0.0,979.14,1374.0,89.03,7.617
10.50682565,10.24,74.5,0.381,0.0,50.56,668.0,88.93,23.8008
3.99010623,9.03,60.2,0.449,0.0,550.2,1124.0,87.09,9.6
10.03538581,5.11,22.9,0.943,0.0,100.78,786.0,89.81,23.567
33.1995648,2.76,8.05,2.1,0.0,9.91,485.0,89.98,52.04
26.44,4.07,12.15,0.98,0.0033,19.56,562.0,89.052,41.47
51.54,5.34,13.9,0.494,0.007,8.04,450.0,90.15,64.7
2.382961,1.77,3.78,3.75,0.0,484.35,1253.0,86.85,8.34
5.902206,2.47,6.66,2.43,0.0,144.34,926.0,89.23,15.26
75.732,4.84,20.9,1.01,0.0014,,,86.3,
127.8338098,6.09,30.8,0.749,0.0,16.23,554.0,89.72,43.8
1.92279873,1.31,2.27,5.55,0.0,496.82,1215.0,89.74,7.723
3.22296927,1.77,3.78,3.75,0.0,535.19,1239.0,87.67,8.7562
4.16809082,1.57,3.09,4.39,0.0,803.35,1277.0,85.09,11.831
4.51436633,1.87,4.16,3.5,0.0,454.6,1231.0,89.42,11.56
3.77360059,1.53,2.96,4.54,0.0,734.46,1270.0,90.0,10.87
8.1818246,1.84,4.04,3.56,0.0,261.63,981.0,88.11,25.74
4.48758907,1.25,2.1,5.91,0.0,827.22,1305.0,87.03,12.25
51.92927591,5.63,27.0,0.831,0.0,23.6,574.0,89.69,77.98
0.56785714,1.51,2.89,4.61,0.0,1835.16,1848.0,85.49,4.126
6.88337562,2.11,5.1,2.98,0.0,247.47,857.0,89.82,23.559
9.77,2.83,42.1,10.2,0.0,15.41,460.0,89.84,31.38
20.09,2.36,11.4,4.77,0.0,5.9,362.0,87.49,43.34
5.169796,1.94,24.6,18.5,0.0,28.81,569.0,88.87,17.77
11.29695137,1.7,3.53,3.95,0.0,160.18,907.0,87.54,9.9
5.62153941,1.27,2.15,5.77,0.0,266.25,992.0,86.54,18.335
7.1396941,2.06,4.9,3.08,0.0,256.83,965.0,89.89,14.179
18.7546998,2.02,4.74,3.16,0.0,8.31,382.0,89.96,48.55
13.32388301,2.02,4.74,3.16,0.0,11.85,378.0,89.87,32.33
11.41909375,2.79,8.2,2.07,0.0,170.33,921.0,81.99,6.79
11.36112327,2.73,7.9,2.13,0.0,135.8,869.0,87.16,11.5
16.56059504,2.56,7.08,2.32,0.0,55.97,701.0,86.99,16.3
15.74957994,2.73,7.9,2.13,0.0,61.09,777.0,88.24,20.8
37.8144514,2.57,7.13,2.31,0.0,46.3,626.0,87.34,34.29
8.726,2.23,40.0,19.8,0.0,222.19,985.0,82.52,5.93
12.883,2.36,20.2,8.44,0.0,132.23,865.0,81.13,6.24
4.224537,1.38,2.48,5.19,0.0,584.24,1254.0,82.31,10.448
27.434389,2.6,7.27,2.27,0.0,48.29,672.0,88.99,41.83
44.552169,2.2,5.48,2.83,0.0,25.3,572.0,89.07,43.0
