system_name,sy_snum,sy_pnum,sy_mnum
WASP-61,1,1,0
WASP-62,1,1,0
WASP-63,1,1,0
WASP-64,2,1,0
WASP-65,1,1,0
WASP-66,1,1,0
WASP-67,1,1,0
WASP-68,2,1,0
WASP-69,1,1,0
WASP-7,1,1,0
WASP-70 A,2,1,0
WASP-71,1,1,0
WASP-72,1,1,0
WASP-73,1,1,0
WASP-74,1,1,0
WASP-75,2,1,0
WASP-76,2,1,0
WASP-77 A,2,1,0
WASP-78,1,1,0
WASP-79,1,1,0
WASP-8,2,2,0
WASP-80,1,1,0
WASP-81,1,1,0
WASP-82,1,1,0
WASP-83,1,1,0
WASP-84,1,1,0
WASP-85 A,2,1,0
WASP-87,2,1,0
WASP-88,1,1,0
WASP-89,1,1,0
WASP-90,1,1,0
WASP-91,1,1,0
WASP-92,1,1,0
WASP-93,1,1,0
WASP-94 A,2,2,0
WASP-94 B,2,2,0
WASP-95,1,1,0
WASP-96,1,1,0
WASP-97,1,1,0
WASP-98,2,1,0
WASP-99,1,1,0
WD 0806-661,1,1,0
WD 1856+534,3,1,0
WISEP J121756.91+162640.2 A,1,1,0
WTS-1,1,1,0
WTS-2,1,1,0
Wendelstein-1,1,1,0
Wendelstein-2,1,1,0
Wolf 1061,1,3,0
Wolf 503,1,1,0
XO-1,1,1,0
XO-2 N,2,3,0
XO-2 S,2,3,0
XO-3,1,1,0
XO-4,1,1,0
XO-5,1,1,0
XO-6,1,1,0
XO-7,1,1,0
YZ Cet,1,3,0
alf Ari,1,1,0
alf Tau,2,1,0
bet Cnc,2,1,0
bet Pic,1,2,0
bet UMi,1,1,0
eps CrB,1,1,0
eps Eri,1,1,0
eps Ind A,3,1,0
eps Tau,1,1,0
gam 1 Leo,2,1,0
gam Cep,2,1,0
gam Lib,1,2,0
iot Dra,1,1,0
kap And,1,1,0
kap CrB,1,1,0
mu Leo,1,1,0
nu Oph,1,2,0
ome Ser,2,1,0
omi CrB,1,1,0
omi UMa,2,1,0
psi 1 Dra B,3,1,0
rho CrB,1,2,0
tau Boo,2,1,0
tau Cet,1,4,0
tau Gem,1,1,0
ups And,2,3,0
xi Aql,1,1,0
