pl_name,pl_letter
Kepler-990 c,c
Kepler-991 b,b
Kepler-992 b,b
Kepler-993 b,b
Kepler-994 b,b
Kepler-995 b,b
Kepler-996 b,b
Kepler-997 b,b
Kepler-998 b,b
Kepler-999 b,b
L 168-9 b,b
L 98-59 b,b
L 98-59 c,c
L 98-59 d,d
LHS 1140 b,b
LHS 1140 c,c
LHS 1478 b,b
LHS 1815 b,b
LHS 3844 b,b
LP 714-47 b,b
LP 791-18 b,b
LP 791-18 c,c
LSPM J2116+0234 b,b
LTT 1445 A b,b
LTT 3780 b,b
LTT 3780 c,c
LTT 9779 b,b
LkCa 15 b,b
LkCa 15 c,c
Lupus-TR-3 b,b
MASCARA-1 b,b
MASCARA-4 b,b
MOA-2007-BLG-192L b,b
MOA-2007-BLG-400L b,b
MOA-2008-BLG-310L b,b
MOA-2008-BLG-379L b,b
MOA-2009-BLG-266L b,b
MOA-2009-BLG-319L b,b
MOA-2009-BLG-387L b,b
MOA-2010-BLG-073L b,b
MOA-2010-BLG-117L b,b
MOA-2010-BLG-328L b,b
MOA-2010-BLG-353L b,b
MOA-2010-BLG-477L b,b
MOA-2011-BLG-028L b,b
MOA-2011-BLG-262L b,b
MOA-2011-BLG-291L b,b
MOA-2011-BLG-293L b,b
MOA-2011-BLG-322L b,b
MOA-2012-BLG-006L b,b
MOA-2012-BLG-505L b,b
MOA-2013-BLG-220L b,b
MOA-2013-BLG-605L b,b
MOA-2015-BLG-337L b,b
MOA-2016-BLG-227L b,b
MOA-2016-BLG-319L b,b
MOA-bin-1L b,b
MOA-bin-29 b,b
MXB 1658-298 b,b
NGC 2682 Sand 364 b,b
NGC 2682 Sand 978 b,b
NGC 2682 YBP 1194 b,b
NGC 2682 YBP 1514 b,b
NGC 2682 YBP 401 b,b
NGTS-1 b,b
NGTS-10 b,b
NGTS-11 b,b
NGTS-12 b,b
NGTS-13 b,b
NGTS-14 A b,b
NGTS-15 b,b
NGTS-16 b,b
NGTS-17 b,b
NGTS-18 b,b
NGTS-2 b,b
NGTS-3 A b,b
NGTS-4 b,b
NGTS-5 b,b
NGTS-6 b,b
NGTS-8 b,b
NGTS-9 b,b
NN Ser c,c
NN Ser d,d
NSVS 14256825 b,b
NY Vir b,b
NY Vir c,c
OGLE-2003-BLG-235L b,b
OGLE-2005-BLG-071L b,b
OGLE-2005-BLG-169L b,b
OGLE-2005-BLG-390L b,b
OGLE-2006-BLG-109L b,b
OGLE-2006-BLG-109L c,c
OGLE-2007-BLG-349L AB c,c
OGLE-2007-BLG-368L b,b
OGLE-2008-BLG-092L b,b
OGLE-2008-BLG-355L b,b
OGLE-2011-BLG-0173L b,b
OGLE-2011-BLG-0251L b,b
OGLE-2011-BLG-0265L b,b
OGLE-2012-BLG-0026L b,b
OGLE-2012-BLG-0026L c,c
OGLE-2012-BLG-0358L b,b
OGLE-2012-BLG-0406L b,b
OGLE-2012-BLG-0563L b,b
OGLE-2012-BLG-0724L b,b
OGLE-2012-BLG-0838L b,b
OGLE-2012-BLG-0950L b,b
OGLE-2013-BLG-0102L b,b
OGLE-2013-BLG-0132L b,b
OGLE-2013-BLG-0341L B b,b
OGLE-2013-BLG-0911L b,b
OGLE-2013-BLG-1721L b,b
OGLE-2013-BLG-1761L b,b
OGLE-2014-BLG-0124L b,b
OGLE-2014-BLG-0676L b,b
OGLE-2014-BLG-1722L b,b
OGLE-2014-BLG-1722L c,c
OGLE-2014-BLG-1760L b,b
OGLE-2015-BLG-0051L b,b
OGLE-2015-BLG-0954L b,b
OGLE-2015-BLG-0966L b,b
OGLE-2015-BLG-1649L b,b
OGLE-2015-BLG-1670L b,b
OGLE-2015-BLG-1771L b,b
OGLE-2016-BLG-0263L b,b
OGLE-2016-BLG-0613L AB b,b
OGLE-2016-BLG-1067L b,b
OGLE-2016-BLG-1190L b,b
OGLE-2016-BLG-1195L b,b
OGLE-2016-BLG-1227L b,b
OGLE-2017-BLG-0173L b,b
OGLE-2017-BLG-0373L b,b
OGLE-2017-BLG-0406L b,b
OGLE-2017-BLG-0482L b,b
OGLE-2017-BLG-0604L b,b
OGLE-2017-BLG-1049L b,b
OGLE-2017-BLG-1140L b,b
OGLE-2017-BLG-1375L b,b
OGLE-2017-BLG-1434L b,b
OGLE-2017-BLG-1522L b,b
OGLE-2018-BLG-0596L b,b
OGLE-2018-BLG-0677L b,b
OGLE-2018-BLG-0740L b,b
OGLE-2018-BLG-1011L b,b
OGLE-2018-BLG-1011L c,c
OGLE-2018-BLG-1269L b,b
OGLE-2018-BLG-1428L b,b
OGLE-2018-BLG-1700L b,b
OGLE-TR-10 b,b
OGLE-TR-111 b,b
OGLE-TR-113 b,b
OGLE-TR-132 b,b
OGLE-TR-182 b,b
OGLE-TR-211 b,b
OGLE-TR-56 b,b
OGLE2-TR-L9 b,b
Oph 11 b,b
PDS 70 b,b
PDS 70 c,c
PH1 b,b
PH2 b,b
POTS-1 b,b
PSR B0329+54 b,b
PSR B1257+12 b,b
PSR B1257+12 c,c
PSR B1257+12 d,d
PSR B1620-26 b,b
PSR J1719-1438 b,b
PSR J2322-2650 b,b
Pr0201 b,b
Pr0211 b,b
Pr0211 c,c
Proxima Cen b,b
Qatar-1 b,b
Qatar-10 b,b
Qatar-2 b,b
Qatar-3 b,b
Qatar-4 b,b
Qatar-5 b,b
Qatar-6 b,b
Qatar-7 b,b
Qatar-8 b,b
Qatar-9 b,b
ROXs 12 b,b
ROXs 42 B b,b
RR Cae b,b
Ross 128 b,b
Ross 458 c,c
SR 12 AB c,c
SWEEPS-11 b,b
SWEEPS-4 b,b
TAP 26 b,b
TCP J05074264+2447555 b,b
TIC 237913194 b,b
TOI-1130 b,b
TOI-1130 c,c
TOI-122 b,b
TOI-1235 b,b
TOI-125 b,b
TOI-125 c,c
TOI-125 d,d
TOI-1266 b,b
TOI-1266 c,c
TOI-132 b,b
TOI-1333 b,b
TOI-1338 b,b
TOI-1478 b,b
TOI-150.01,b
TOI-157 b,b
TOI-1601 b,b
TOI-163 b,b
TOI-169 b,b
TOI-172 b,b
TOI-1728 b,b
TOI-178 b,b
TOI-178 c,c
TOI-178 d,d
TOI-178 e,e
TOI-178 f,f
TOI-178 g,g
TOI-1899 b,b
TOI-201 b,b
TOI-216.01,c
TOI-216.02,b
TOI-237 b,b
TOI-251 b,b
TOI-257 b,b
TOI-270 b,b
TOI-270 c,c
TOI-270 d,d
TOI-421 b,b
TOI-421 c,c
TOI-451 b,b
TOI-451 c,c
TOI-451 d,d
TOI-481 b,b
TOI-519 b,b
TOI-540 b,b
TOI-561 b,b
TOI-561 c,c
TOI-561 d,d
TOI-561 e,e
TOI-561 f,f
TOI-564 b,b
TOI-628 b,b
TOI-640 b,b
TOI-677 b,b
TOI-700 b,b
TOI-700 c,c
TOI-700 d,d
TOI-763 b,b
TOI-763 c,c
TOI-776 b,b
TOI-776 c,c
TOI-813 b,b
TOI-824 b,b
TOI-837 b,b
TOI-849 b,b
TOI-892 b,b
TOI-905 b,b
TOI-942 b,b
TOI-942 c,c
TOI-954 b,b
TRAPPIST-1 b,b
TRAPPIST-1 c,c
TRAPPIST-1 d,d
TRAPPIST-1 e,e
TRAPPIST-1 f,f
TRAPPIST-1 g,g
TRAPPIST-1 h,h
TYC 0434-04538-1 b,b
TYC 1422-614-1 b,b
TYC 1422-614-1 c,c
TYC 3318-01333-1 b,b
TYC 3667-1280-1 b,b
TYC 4282-00605-1 b,b
TYC 8998-760-1 b,b
TYC 8998-760-1 c,c
Teegarden's Star b,b
Teegarden's Star c,c
TrES-1 b,b
TrES-2 b,b
TrES-3 b,b
TrES-4 b,b
TrES-5 b,b
UKIRT-2017-BLG-001L b,b
USco CTIO 108 b,b
USco1556 b,b
USco1621 b,b
UZ For b,b
UZ For c,c
V0391 Peg b,b
V1298 Tau b,b
V1298 Tau c,c
V1298 Tau d,d
V1298 Tau e,e
V830 Tau b,b
VHS J125601.92-125723.9 b,b
WASP-1 b,b
WASP-10 b,b
WASP-100 b,b
WASP-101 b,b
WASP-103 b,b
WASP-104 b,b
WASP-105 b,b
WASP-106 b,b
WASP-107 b,b
WASP-107 c,c
WASP-11 b,b
WASP-113 b,b
WASP-114 b,b
WASP-117 b,b
WASP-118 b,b
WASP-119 b,b
WASP-12 b,b
WASP-120 b,b
WASP-121 b,b
WASP-123 b,b
WASP-124 b,b
WASP-126 b,b
WASP-126 c,c
WASP-127 b,b
WASP-129 b,b
WASP-13 b,b
WASP-130 b,b
WASP-131 b,b
WASP-132 b,b
WASP-133 b,b
WASP-135 b,b
WASP-136 b,b
WASP-138 b,b
WASP-139 b,b
WASP-14 b,b
WASP-140 b,b
WASP-141 b,b
WASP-142 b,b
WASP-144 b,b
WASP-145 A b,b
WASP-147 b,b
WASP-148 b,b
WASP-148 c,c
WASP-15 b,b
WASP-150 b,b
WASP-151 b,b
WASP-153 b,b
WASP-156 b,b
WASP-157 b,b
WASP-158 b,b
WASP-159 b,b
WASP-16 b,b
WASP-160 B b,b
WASP-161 b,b
WASP-162 b,b
WASP-163 b,b
WASP-164 b,b
WASP-165 b,b
WASP-166 b,b
WASP-167 b,b
WASP-168 b,b
WASP-169 b,b
WASP-17 b,b
WASP-170 b,b
WASP-171 b,b
WASP-172 b,b
WASP-173 A b,b
WASP-174 b,b
WASP-175 b,b
WASP-176 b,b
WASP-177 b,b
WASP-178 b,b
WASP-18 b,b
WASP-18 c,c
WASP-180 A b,b
WASP-181 b,b
WASP-182 b,b
WASP-183 b,b
WASP-184 b,b
WASP-185 b,b
WASP-186 b,b
WASP-187 b,b
WASP-19 b,b
WASP-190 b,b
WASP-192 b,b
WASP-2 b,b
WASP-20 b,b
WASP-21 b,b
WASP-22 b,b
WASP-23 b,b
WASP-24 b,b
WASP-25 b,b
WASP-26 b,b
WASP-28 b,b
WASP-29 b,b
WASP-3 b,b
WASP-31 b,b
WASP-32 b,b
WASP-33 b,b
WASP-34 b,b
WASP-35 b,b
WASP-36 b,b
WASP-37 b,b
WASP-38 b,b
WASP-39 b,b
WASP-4 b,b
WASP-41 b,b
WASP-41 c,c
WASP-42 b,b
WASP-43 b,b
WASP-44 b,b
WASP-45 b,b
WASP-46 b,b
WASP-47 b,b
WASP-47 c,c
WASP-47 d,d
WASP-47 e,e
WASP-48 b,b
WASP-49 b,b
WASP-5 b,b
WASP-50 b,b
WASP-52 b,b
WASP-53 b,b
WASP-53 c,c
WASP-54 b,b
WASP-55 b,b
WASP-56 b,b
WASP-57 b,b
WASP-58 b,b
WASP-59 b,b
WASP-6 b,b
WASP-60 b,b
WASP-61 b,b
WASP-62 b,b
WASP-63 b,b
WASP-64 b,b
WASP-65 b,b
WASP-66 b,b
WASP-67 b,b
WASP-68 b,b
WASP-69 b,b
WASP-7 b,b
WASP-70 A b,b
WASP-71 b,b
WASP-72 b,b
WASP-73 b,b
WASP-74 b,b
WASP-75 b,b
WASP-76 b,b
WASP-77 A b,b
WASP-78 b,b
WASP-79 b,b
WASP-8 b,b
WASP-8 c,c
WASP-80 b,b
WASP-81 b,b
WASP-82 b,b
WASP-83 b,b
WASP-84 b,b
WASP-85 A b,b
WASP-87 b,b
WASP-88 b,b
WASP-89 b,b
WASP-90 b,b
WASP-91 b,b
WASP-92 b,b
WASP-93 b,b
WASP-94 A b,b
WASP-94 B b,b
WASP-95 b,b
WASP-96 b,b
WASP-97 b,b
WASP-98 b,b
WASP-99 b,b
WD 0806-661 b,b
WD 1856+534 b,b
WISEP J121756.91+162640.2 A b,b
WTS-1 b,b
WTS-2 b,b
Wendelstein-1 b,b
Wendelstein-2 b,b
Wolf 1061 b,b
Wolf 1061 c,c
Wolf 1061 d,d
Wolf 503 b,b
XO-1 b,b
XO-2 N b,b
XO-2 S b,b
XO-2 S c,c
XO-3 b,b
XO-4 b,b
XO-5 b,b
XO-6 b,b
XO-7 b,b
YZ Cet b,b
YZ Cet c,c
YZ Cet d,d
alf Ari b,b
alf Tau b,b
bet Cnc b,b
bet Pic b,b
bet Pic c,c
bet UMi b,b
eps CrB b,b
eps Eri b,b
eps Ind A b,b
eps Tau b,b
gam 1 Leo b,b
gam Cep b,b
gam Lib b,b
gam Lib c,c
iot Dra b,b
kap And b,b
kap CrB b,b
mu Leo b,b
nu Oph b,b
nu Oph c,c
ome Ser b,b
omi CrB b,b
omi UMa b,b
pi Men c,c
psi 1 Dra B b,b
rho CrB b,b
rho CrB c,c
tau Boo b,b
tau Cet e,e
tau Cet f,f
tau Cet g,g
tau Cet h,h
tau Gem b,b
ups And b,b
ups And c,c
ups And d,d
xi Aql b,b
